Province,District,Party Number,Party Name,List number?,Candidate Name,Valid Votes,Candidate Rank,Total votes,page_number,table_number
NULL,,,,1,DWI SUKWANTO,614,I,,337,1
NULL,,,,2,GITA HANDAYANI,350,II,,337,1
NULL,,,,3,ADITYA NUR RIZKI,222,III,,337,1
NULL,,,,4,ZAKARIA NUKMAN,181,IV,,337,1
NULL,,,,5,HASTRIVA MEGASARI,67,VII,,337,1
NULL,,,,6,KHAERUL HIDAYAT,81,VI,,337,1
NULL,,,,7,RADIANSYAH,88,V,,337,1
NULL,,TOTAL SUARA,,,,"3,187",,,337,1
NULL,,NO.,,URAIAN,,,,,337,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,337,2
NULL,,1,,2,,3,4,,337,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,337,2
NULL,,12,,Partai Amanat Nasional,,"14,533",,,337,2
NULL,,,,1,H. A. HAKAM NAJA,"27,709",II,,337,2
NULL,,,,2,"H. SAEFUL ARIF, S.H., M.Kn.","58,269",I,,337,2
NULL,,,,3,"KRISTINA ISWANDARI, S.H.","7,846",IV,,337,2
NULL,,,,4,"ANDRIYANTO JOHAN SYAH, S.T., M.M.","9,967",III,,337,2
NULL,,,,5,Agung Wisnu Kusuma,902,VII,,337,2
NULL,,,,6,"Desy Herdian Pramadhita, S.Pd., M.Pd.",986,V,,337,2
NULL,,,,7,"ARYA BIMA, S.H.",916,VI,,337,2
NULL,,TOTAL SUARA,,,,"121,128",,,337,2
NULL,,NO.,,URAIAN,,,,,338,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,338,1
NULL,,1,,2,,3,4,,338,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,338,1
NULL,,13,,Partai Bulan Bintang,,874,,,338,1
NULL,,,,1,"HENNRY NIZMUL FALLAH, A.Md.",332,I,,338,1
NULL,,,,2,FITRIANA,278,II,,338,1
NULL,,,,3,DEDY SUHADI,171,III,,338,1
NULL,,,,4,MARDIYANA,107,IV,,338,1
NULL,,,,5,IWAN KURNIAWAN,68,V,,338,1
NULL,,,,6,IVAN RIZKI,68,V,,338,1
NULL,,,,,,,,,338,1
NULL,,TOTAL SUARA,,,,"1,898",,,338,1
NULL,,NO.,,URAIAN,,,,,338,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,338,2
NULL,,1,,2,,3,4,,338,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,338,2
NULL,,14,,Partai Demokrat,,"9,040",,,338,2
NULL,,,,1,"Tety Indarti, S.H.","10,018",II,,338,2
NULL,,,,2,"HELMY HEMILTON, S.H., M.H.","11,288",I,,338,2
NULL,,,,3,"Chandra Noviardy Irawan, S.H., M.H.","2,291",III,,338,2
NULL,,,,4,"Dr. H. DARONI SUPARDI, S.I.P., S.P., M.P.","1,216",V,,338,2
NULL,,,,5,TEGUH EKO PRASTIYANTO,"1,307",IV,,338,2
NULL,,,,6,Dra. WAHYUNING CHUMAESON,199,VII,,338,2
NULL,,,,7,"Mustaqim, S.T., M.Sos.",420,VI,,338,2
NULL,,TOTAL SUARA,,,,"35,779",,,338,2
NULL,,NO.,,URAIAN,,,,,339,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,339,1
NULL,,1,,2,,3,4,,339,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,339,1
NULL,,15,,Partai Solidaritas Indonesia,,"12,192",,,339,1
NULL,,,,1,LENI RODIAH,"15,605",I,,339,1
NULL,,,,2,NUR SUPRIANTO SUKAMTO,"1,747",II,,339,1
NULL,,,,3,KELIK DJATI KUSUMO,808,VI,,339,1
NULL,,,,4,PENNY ROSMAWATI,929,V,,339,1
NULL,,,,5,"NISRINA LUTHFIAH, S.M.","1,001",IV,,339,1
NULL,,,,6,"SUGENG PRIYADI, S.Ag.","1,194",III,,339,1
NULL,,,,7,WAWAN SETIAWAN,697,VII,,339,1
NULL,,TOTAL SUARA,,,,"34,173",,,339,1
NULL,,NO.,,URAIAN,,,,,339,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,339,2
NULL,,1,,2,,3,4,,339,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,339,2
NULL,,16,,PARTAI PERINDO,,"12,028",,,339,2
NULL,,,,1,BAMBANG MUGIARTO,"6,183",I,,339,2
NULL,,,,2,"Dr. Drs. ISKANDAR, S.H., M.H.","1,910",II,,339,2
NULL,,,,3,VERANIKA,734,III,,339,2
NULL,,,,4,SUCI FATIHAH,376,IV,,339,2
NULL,,,,5,"FAJAR HAYAT PUTRA, S.Pd.",224,V,,339,2
NULL,,,,6,MASNA,107,VII,,339,2
NULL,,,,7,IQNAL SHALAT SUKMA WIBOWO,210,VI,,339,2
NULL,,TOTAL SUARA,,,,"21,772",,,339,2
NULL,,NO.,,URAIAN,,,,,340,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,340,1
NULL,,1,,2,,3,4,,340,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,340,1
NULL,,17,,Partai Persatuan Pembangunan,,"25,457",,,340,1
NULL,,,,1,SUYONO,"34,390",I,,340,1
NULL,,,,2,"SUTOMO JATI, S.T.","4,146",IV,,340,1
NULL,,,,3,Dra. Hj. MUNAWAROH,"10,774",III,,340,1
NULL,,,,4,"AGOES JOESNI, S.Sos.","11,077",II,,340,1
NULL,,,,5,"MOCHAMAD SYAHIR, S.H., M.H.","2,536",V,,340,1
NULL,,,,6,ERVINA,"1,303",VI,,340,1
NULL,,,,7,"H. RUDI NURAHMAT, S.T., M.T., M.M.",925,VII,,340,1
NULL,,TOTAL SUARA,,,,"90,608",,,340,1
NULL,,NO.,,URAIAN,,,,,340,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,340,2
NULL,,1,,2,,3,4,,340,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,340,2
NULL,,24,,Partai Ummat,,"2,616",,,340,2
NULL,,,,1,dr. MAHRUS ACHID,"7,502",I,,340,2
NULL,,,,2,SETIO PAMBUDI,322,VI,,340,2
NULL,,,,3,"RATNA ANGGRAINI, S.H., S.Psi., M.H.",424,II,,340,2
NULL,,,,4,M.A. THOLIB,364,V,,340,2
NULL,,,,5,AHMAD ZAINI,396,III,,340,2
NULL,,,,6,SRI KARTINI,387,IV,,340,2
NULL,,,,7,FARIKHAH BUDI ASTUTI,124,VII,,340,2
NULL,,TOTAL SUARA,,,,"12,135",,,340,2
NULL,,NO.,,URAIAN,,,,,341,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,341,1
NULL,,1,,2,,3,4,,341,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,341,1
NULL,,1,,Partai Kebangkitan Bangsa,,"56,508",,,341,1
NULL,,,,1,"AGUS SULISTIYONO, S.E.","51,876",II,,341,1
NULL,,,,2,KAISAR ABU HANIFAH,"109,955",I,,341,1
NULL,,,,3,"DEWI RUSMALAWATI NUR, S.Fil.I.","5,971",IV,,341,1
NULL,,,,4,"HARSA PERMATA, M.Phil.","3,090",VI,,341,1
NULL,,,,5,"FENDI ADIATMONO, S.Sn., M.Sn.","2,815",VII,,341,1
NULL,,,,6,"MUTHIA NAHLA, S.H.","2,246",VIII,,341,1
NULL,,,,7,"CHAIRUL ANAM, M.Hum.","4,444",V,,341,1
NULL,,,,8,"SUDARYANTO, S.H.","8,722",III,,341,1
NULL,,TOTAL SUARA,,,,"245,627",,,341,1
NULL,,NO.,,URAIAN,,,,,341,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,341,2
NULL,,1,,2,,3,4,,341,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,341,2
NULL,,2,,Partai Gerakan Indonesia Raya,,"76,088",,,341,2
NULL,,,,1,"SITI HEDIATI SOEHARTO, S.E.","145,489",I,,341,2
NULL,,,,2,YUNI ASTUTI,"20,233",II,,341,2
NULL,,,,3,BAMBANG IFNURUDIN HIDAYAT,"9,930",III,,341,2
NULL,,,,4,"SITI MASRIFATUN NI'MAH, S.H.","6,988",IV,,341,2
NULL,,,,5,"S. RAHMAT M. ARIFIN, S.Si., M.M.","5,688",V,,341,2
NULL,,,,6,AGI NOVAL INSANI,"1,751",VIII,,341,2
NULL,,,,7,"APRIANI ZAIN, S.I.Kom.","1,924",VII,,341,2
NULL,,,,8,Drs. H. AHMAD SUBAGYA,"4,074",VI,,341,2
NULL,,TOTAL SUARA,,,,"272,165",,,341,2
NULL,,NO.,,URAIAN,,,,,342,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,342,1
NULL,,1,,2,,3,4,,342,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,342,1
NULL,,3,,Partai Demokrasi Indonesia Perjuangan,,"116,631",,,342,1
NULL,,,,1,MY ESTI WIJAYATI,"257,923",I,,342,1
NULL,,,,2,GM TOTOK HEDI SANTOSA,"73,350",II,,342,1
NULL,,,,3,YAYUK BASUKI,"51,583",III,,342,1
NULL,,,,4,KPH. PURBODININGRAT,"32,712",V,,342,1
NULL,,,,5,Drs. H. MOHAMMAD IDHAM SAMAWI,"43,051",IV,,342,1
NULL,,,,6,MAASYITTA CHAERUNA INSANI,"6,043",VII,,342,1
NULL,,,,7,EKO HARYANTO P,"9,254",VI,,342,1
NULL,,,,8,"SUKA HARJONO, S.Sos., M.Si.","3,422",VIII,,342,1
NULL,,TOTAL SUARA,,,,"593,969",,,342,1
NULL,,NO.,,URAIAN,,,,,342,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,342,2
NULL,,1,,2,,3,4,,342,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,342,2
NULL,,4,,Partai Golongan Karya,,"46,269",,,342,2
NULL,,,,1,"Drs. GANDUNG PARDIMAN, M.M.","94,777",I,,342,2
NULL,,,,2,"Dr. Ir. ARNANTO NURPRABOWO, M.P.","58,149",II,,342,2
NULL,,,,3,"Dra. AMIARSI HARWANI, S.H., M.S.","5,002",VI,,342,2
NULL,,,,4,RIZAL RINALDI,"25,247",IV,,342,2
NULL,,,,5,H. SETIYA,"2,447",VIII,,342,2
NULL,,,,6,"RITA ERMA HERAWATI, S.E.","2,893",VII,,342,2
NULL,,,,7,"RADEN MAS MOCHAMAD WAHYU WIBISONO, M.M.","17,140",V,,342,2
NULL,,,,8,FADHL MUHAMMAD FIRDAUS,"50,921",III,,342,2
NULL,,TOTAL SUARA,,,,"302,845",,,342,2
NULL,,NO.,,URAIAN,,,,,343,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,343,1
NULL,,1,,2,,3,4,,343,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,343,1
NULL,,5,,Partai NasDem,,"21,856",,,343,1
NULL,,,,1,"H. SUBARDI, S.H., M.H.","83,275",I,,343,1
NULL,,,,2,SETA NURDIYANTARA,"13,781",II,,343,1
NULL,,,,3,"FETRA NURHIKMAH, S.Psi.","2,581",V,,343,1
NULL,,,,4,"Dr. H. WAHYU PURWANTO, S.T., MSIE.","2,971",IV,,343,1
NULL,,,,5,"TRI KIRANA MUSLIDATUN, S.Psi.","3,999",III,,343,1
NULL,,,,6,"MUHAMMAD NIZAR KHERID, S.H., M.H.","1,283",VI,,343,1
NULL,,,,7,"H. SHOLEH SOE'AIDY, S.H.",597,VII,,343,1
NULL,,,,8,"HAPI KRISMAWATI, S.E.",487,VIII,,343,1
NULL,,TOTAL SUARA,,,,"130,830",,,343,1
NULL,,NO.,,URAIAN,,,,,343,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,343,2
NULL,,1,,2,,3,4,,343,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,343,2
NULL,,6,,Partai Buruh,,"7,353",,,343,2
NULL,,,,1,MUHAMMAD QOMARUNNAJMI,"2,470",I,,343,2
NULL,,,,2,"JUMIYEM, S.H.","1,946",II,,343,2
NULL,,,,3,Bonaventura Ardian,850,III,,343,2
NULL,,,,4,Nurkholis,831,IV,,343,2
NULL,,,,5,Hapsari,460,VI,,343,2
NULL,,,,6,ZETRINDA,313,VIII,,343,2
NULL,,,,7,"Ratih Kusuma, S.P.",794,V,,343,2
NULL,,,,8,AGUS MUSYAFA ALI,326,VII,,343,2
NULL,,TOTAL SUARA,,,,"15,343",,,343,2
NULL,,NO.,,URAIAN,,,,,344,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,344,1
NULL,,1,,2,,3,4,,344,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,344,1
NULL,,7,,Partai Gelombang Rakyat Indonesia,,"6,135",,,344,1
NULL,,,,1,"MUHAMMAD ZUHRIF HUDAYA, S.T.","3,198",I,,344,1
NULL,,,,2,TOTO SURYAWAN ADITAMA,"1,337",II,,344,1
NULL,,,,3,"DWI APRILISASI, S.Si.",666,V,,344,1
NULL,,,,4,HERU MULYONO,718,III,,344,1
NULL,,,,5,JIHAN,678,IV,,344,1
NULL,,,,,,,,,344,1
NULL,,,,,,,,,344,1
NULL,,,,,,,,,344,1
NULL,,TOTAL SUARA,,,,"12,732",,,344,1
NULL,,NO.,,URAIAN,,,,,344,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,344,2
NULL,,1,,2,,3,4,,344,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,344,2
NULL,,8,,Partai Keadilan Sejahtera,,"55,347",,,344,2
NULL,,,,1,Dr. H. SUKAMTA,"112,482",I,,344,2
NULL,,,,2,HUDA TRI YUDIANA,"58,877",II,,344,2
NULL,,,,3,dr. ANIK YUNI HASTUTI,"11,454",IV,,344,2
NULL,,,,4,"H. NUR SASMITO, S.T., M.M.","14,689",III,,344,2
NULL,,,,5,Dra. Hj. TITIK NUR CHASANAH,"6,702",V,,344,2
NULL,,,,6,H. Ferry Irawan,"3,410",VIII,,344,2
NULL,,,,7,dr. Hj. RIMA FITRIYANI,"5,535",VI,,344,2
NULL,,,,8,"YOANDRO EDWAR, S.T., M.B.A.","3,565",VII,,344,2
NULL,,TOTAL SUARA,,,,"272,061",,,344,2
NULL,,NO.,,URAIAN,,,,,345,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,345,1
NULL,,1,,2,,3,4,,345,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,345,1
NULL,,9,,Partai Kebangkitan Nusantara,,"1,485",,,345,1
NULL,,,,1,"ATIKA MAULIDA, S.Ag.","1,296",I,,345,1
NULL,,,,2,NUGROHO SUPRANDY,238,II,,345,1
NULL,,,,3,STEPHAN MARIO UNTU,232,III,,345,1
NULL,,,,4,"MUHAMAD MUCHSIN, S.Pd.I.",175,V,,345,1
NULL,,,,5,ZAKIYYATUL HILMIYA,212,IV,,345,1
NULL,,,,,,,,,345,1
NULL,,,,,,,,,345,1
NULL,,,,,,,,,345,1
NULL,,TOTAL SUARA,,,,"3,638",,,345,1
NULL,,NO.,,URAIAN,,,,,345,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,345,2
NULL,,1,,2,,3,4,,345,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,345,2
NULL,,10,,Partai Hati Nurani Rakyat,,"1,422",,,345,2
NULL,,,,1,"H. HERU BANTOLO, S.H., M.H.","1,040",I,,345,2
NULL,,,,2,DIAH AYU ARLIANY,489,II,,345,2
NULL,,,,3,"Ir. JARMUD ASDOD SAMUEL TAHUN, M.Th.",235,V,,345,2
NULL,,,,4,"ARUM YUNITA MURWANINGSIH, S.Pd.",252,III,,345,2
NULL,,,,5,"EKA ROSA CHANDRA, S.H.",143,VII,,345,2
NULL,,,,6,SITI FATIMAH,251,IV,,345,2
NULL,,,,7,"WELLYBRORDA N. LAWALU, A.Md.Kep.",215,VI,,345,2
NULL,,,,,,,,,345,2
NULL,,TOTAL SUARA,,,,"4,047",,,345,2
NULL,,NO.,,URAIAN,,,,,346,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,346,1
NULL,,1,,2,,3,4,,346,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,346,1
NULL,,11,,Partai Garda Republik Indonesia,,"1,794",,,346,1
NULL,,,,1,"DWI SETIYANI, A.Md. Farm.",965,I,,346,1
NULL,,,,2,MEDIA VIDIANTI,538,II,,346,1
NULL,,,,3,GUSVAN AQLI FAKIH,427,III,,346,1
NULL,,,,4,"SARIDA HASMIL, S.Sos.I., M.M.",336,IV,,346,1
NULL,,,,5,TAS'AN TRI WIBOWO,205,VI,,346,1
NULL,,,,6,NONON TANIA ENGKUM SULISTYO C,133,VIII,,346,1
NULL,,,,7,ARDIYAN ARIYANTO,172,VII,,346,1
NULL,,,,8,BAGYO PRATOMO,222,V,,346,1
NULL,,TOTAL SUARA,,,,"4,792",,,346,1
NULL,,NO.,,URAIAN,,,,,346,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,346,2
NULL,,1,,2,,3,4,,346,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,346,2
NULL,,12,,Partai Amanat Nasional,,"27,573",,,346,2
NULL,,,,1,"H. TOTOK DARYANTO, S.E.","70,800",I,,346,2
NULL,,,,2,Ir. H. IBNU MAHMUD BILALLUDIN,"22,520",III,,346,2
NULL,,,,3,"ERLIN SUSILASARI, S.H.","3,759",IV,,346,2
NULL,,,,4,"Drs. H. SRI PURNOMO, M.Si.","69,030",II,,346,2
NULL,,,,5,FEBRIANI,"1,230",VII,,346,2
NULL,,,,6,"ANNAS NUR ISTIQOMAH, S.Pd.Si.","1,837",V,,346,2
NULL,,,,7,"GALIH FADILAH, S.Kom.","1,286",VI,,346,2
NULL,,,,8,POETRA SURYA RAHMAN,627,VIII,,346,2
NULL,,TOTAL SUARA,,,,"198,662",,,346,2
NULL,,NO.,,URAIAN,,,,,347,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,347,1
NULL,,1,,2,,3,4,,347,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,347,1
NULL,,13,,Partai Bulan Bintang,,"1,500",,,347,1
NULL,,,,1,ANDRIANI,600,I,,347,1
NULL,,,,2,IKHWAN,376,II,,347,1
NULL,,,,3,"HADI RAHMAN, S.E.",217,III,,347,1
NULL,,,,4,WINDI VENSIA PUTRI,180,IV,,347,1
NULL,,,,5,BAYU HARIS HERYUWONO,149,V,,347,1
NULL,,,,6,CHANDRA RAHYUDA,115,VI,,347,1
NULL,,,,7,"HERVINA HANDAYANI, S.Kom.",113,VII,,347,1
NULL,,,,,,,,,347,1
NULL,,TOTAL SUARA,,,,"3,250",,,347,1
NULL,,NO.,,URAIAN,,,,,347,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,347,2
NULL,,1,,2,,3,4,,347,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,347,2
NULL,,14,,Partai Demokrat,,"15,324",,,347,2
NULL,,,,1,RADEN SANG ALANG HARDJONO,"6,863",III,,347,2
NULL,,,,2,HENRY ARDIYANTO,"7,093",II,,347,2
NULL,,,,3,Dra. PRIMA SARI,"2,412",V,,347,2
NULL,,,,4,"Dr. R.Ay. WINANTUNINGTYAS TITI SWASANANY, M.Si.","3,438",IV,,347,2
NULL,,,,5,"Ir. Endro Waluyo, M.Si.","1,571",VI,,347,2
NULL,,,,6,APRIANI J. RAPNAULI HARIANJA,573,VIII,,347,2
NULL,,,,7,"DANI EKO WIYONO, S.T., M.T.","1,147",VII,,347,2
NULL,,,,8,"Dr. ARIF BUDIYONO, S.T., M.T.","10,782",I,,347,2
NULL,,TOTAL SUARA,,,,"49,203",,,347,2
NULL,,NO.,,URAIAN,,,,,348,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,348,1
NULL,,1,,2,,3,4,,348,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,348,1
NULL,,15,,Partai Solidaritas Indonesia,,"25,359",,,348,1
NULL,,,,1,"AISHAH GRAY, S.Psi.","28,533",I,,348,1
NULL,,,,2,A. L. BINTORO,"5,211",II,,348,1
NULL,,,,3,IRVIN AGUS SETIAWAN,"2,660",IV,,348,1
NULL,,,,4,"Ir. HAERUL, S.Kel., M.Si.","2,568",V,,348,1
NULL,,,,5,LEONARDO JULIUS PUTRA,"4,617",III,,348,1
NULL,,,,6,SRI PURWANI,"1,348",VI,,348,1
NULL,,,,7,AHMAD MUFARRIJ,608,VIII,,348,1
NULL,,,,8,LUTFIAH RACHMAWATI SHODIQ,"1,094",VII,,348,1
NULL,,TOTAL SUARA,,,,"71,998",,,348,1
NULL,,NO.,,URAIAN,,,,,348,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,348,2
NULL,,1,,2,,3,4,,348,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,348,2
NULL,,16,,PARTAI PERINDO,,"3,816",,,348,2
NULL,,,,1,"Brigjen. TNI (Purn.) BONIFASIUS WIDIYANTO SAMBODO, S.H., M.H.","2,867",I,,348,2
NULL,,,,2,FOURISTA HANDAYANTO,639,IV,,348,2
NULL,,,,3,"WIDYAWATI, S.E.",836,III,,348,2
NULL,,,,4,OCTA PRIHASTUTI,360,V,,348,2
NULL,,,,5,"EUGENIUS KAU SUNI, S.T., M.T.",332,VII,,348,2
NULL,,,,6,RINA HASTUTI,901,II,,348,2
NULL,,,,7,"RISDIANTO SIAGIAN, S.E.",130,VIII,,348,2
NULL,,,,8,KABUL BUDIONO,353,VI,,348,2
NULL,,TOTAL SUARA,,,,"10,234",,,348,2
NULL,,NO.,,URAIAN,,,,,349,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,349,1
NULL,,1,,2,,3,4,,349,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,349,1
NULL,,17,,Partai Persatuan Pembangunan,,"18,018",,,349,1
NULL,,,,1,"Hj. ATIK HERU MARYANTI, S.T., S.E., M.B.A.","10,529",I,,349,1
NULL,,,,2,"Hj. SITI NURMILA, S.Ag.","5,242",III,,349,1
NULL,,,,3,"ROY KURNIAWAN, S.H.","1,921",IV,,349,1
NULL,,,,4,"ARTA WIJAYA, S.Sos.","1,290",VI,,349,1
NULL,,,,5,HARTINI HARUN,666,VIII,,349,1
NULL,,,,6,SYAMSUL ARIFIN,"1,564",V,,349,1
NULL,,,,7,MUHAMMAD AULIA RAHMAN,"7,458",II,,349,1
NULL,,,,8,MUHAMMAD IDRIS,"1,185",VII,,349,1
NULL,,TOTAL SUARA,,,,"47,873",,,349,1
NULL,,NO.,,URAIAN,,,,,349,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,349,2
NULL,,1,,2,,3,4,,349,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,349,2
NULL,,24,,Partai Ummat,,"9,521",,,349,2
NULL,,,,1,"drg. HANUM SALSABIELA, M.B.A.","40,612",I,,349,2
NULL,,,,2,"Drs. SAHLAN TORO, M.Si","1,307",III,,349,2
NULL,,,,3,"BAYU WIDDHISIADJI, S.E., M.M.",678,IV,,349,2
NULL,,,,4,Dra. SRI SULEHA,526,VI,,349,2
NULL,,,,5,"AKHYAR HARUN, S.I.P.",403,VII,,349,2
NULL,,,,6,"Dr. R.M. WASIS NURACHMAN H, S.E., M.Si., M.Hum.","1,529",II,,349,2
NULL,,,,7,IKA BUDI KURNIAWATI,385,VIII,,349,2
NULL,,,,8,PRADIKA NURJANTO,549,,,349,2
NULL,,TOTAL SUARA,,,,"55,510",,,349,2
NULL,,NO.,,URAIAN,,,,,350,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,350,1
NULL,,1,,2,,3,4,,350,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,350,1
NULL,,1,,Partai Kebangkitan Bangsa,,"78,236",,,350,1
NULL,,,,1,SYAIKHUL ISLAM,"59,587",II,,350,1
NULL,,,,2,"DITA INDAH SARI, S.H., M.H.","48,995",III,,350,1
NULL,,,,3,"Dr. ARZETI BILBINA SETYAWAN, S.E., M.AP.","62,790",I,,350,1
NULL,,,,4,"ABDUL ROCHIM, S.Sos.","17,260",IV,,350,1
NULL,,,,5,"MUKAFI MAKKI, S.Hum.","6,937",V,,350,1
NULL,,,,6,"M. ZAENAB MALTUFAH, S.E., M.S.E.","5,226",VIII,,350,1
NULL,,,,7,"ACHMAD WAHYUDDIN, S.H., M.H.","5,572",VI,,350,1
NULL,,,,8,MUHAMMAD GHOZI ALFATIH,"5,412",VII,,350,1
NULL,,,,9,"SRI UNTARI PUJI HASTUTI, S.E., M.M.","3,694",IX,,350,1
NULL,,,,10,"TEDDY SUGIHARTO, S.E.","2,175",X,,350,1
NULL,,TOTAL SUARA,,,,"295,884",,,350,1
NULL,,NO.,,URAIAN,,,,,350,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,350,2
NULL,,1,,2,,3,4,,350,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,350,2
NULL,,2,,Partai Gerakan Indonesia Raya,,"124,058",,,350,2
NULL,,,,1,Ir. BAMBANG HARYO SOEKARTONO,"190,741",I,,350,2
NULL,,,,2,DHANI AHMAD PRASETYO,"134,227",II,,350,2
NULL,,,,3,KENASTI ARNINTA PUTRI,"8,736",V,,350,2
NULL,,,,4,RAHMAT MUHAJIRIN,"54,338",III,,350,2
NULL,,,,5,SUGENG RIBOWO,"9,251",IV,,350,2
NULL,,,,6,Dra. DWI SEPTAHANY ISNANIEK,"5,961",VI,,350,2
NULL,,,,7,"NINIK ISTIANI, S.Adm.","5,610",VII,,350,2
NULL,,,,8,SALEH ALHASNI,"2,890",IX,,350,2
NULL,,,,9,"SRI PRIHATININGSIH, S.H., M.Kn.","5,086",VIII,,350,2
NULL,,,,10,REFI AVIO ROSA,"2,779",X,,350,2
NULL,,TOTAL SUARA,,,,"543,677",,,350,2
