PDS,VN,ID,YR,MN,PROV,DIST_N,DIST_C,PTY_N,PTY_C,CAN_N,CAN_G,RV,VV,IVV,CV,TPV,SEATS
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PBB,10,ARDI SUBARKAH,Male,2289115,1786500,125954,NA,4738,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PBB,10,"Dr. Anie Rohaeni, M.Pd.I.",Female,2289115,1786500,125954,NA,4738,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PBB,10,"Dr. Sutarman, S.T., S.Kom., M.Pd., M.M.",Male,2289115,1786500,125954,NA,4738,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PBB,10,H. Ahmad Saelan,Male,2289115,1786500,125954,NA,4738,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PBB,10,MOHAMAD RIDWAN,Male,2289115,1786500,125954,NA,4738,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PBB,10,NESSY CAROLINA,Female,2289115,1786500,125954,NA,4738,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PBB,10,"SURYANI FATIN, S.E.",Female,2289115,1786500,125954,NA,4738,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PDIP,11,"ANANG SETIA SUMARSONO, M.Si.",Male,2289115,1786500,125954,NA,161710,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PDIP,11,DINI INDRA RUSMAYASARI,Female,2289115,1786500,125954,NA,161710,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PDIP,11,Ir. MEINDAR S. SUNARYA,Male,2289115,1786500,125954,NA,161710,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PDIP,11,"JUNICO B.P. SIAHAAN, S.E.",Male,2289115,1786500,125954,NA,161710,1
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PDIP,11,"MARCELL SIAHAAN, S.H.",Male,2289115,1786500,125954,NA,161710,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PDIP,11,"MEIDYA AMORA I., M.Si.",Female,2289115,1786500,125954,NA,161710,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PDIP,11,TAUFIK HIDAYAT UDJO,Male,2289115,1786500,125954,NA,161710,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,Perindo,12,"ABU HUDZAEFAH, S. Ag.",Male,2289115,1786500,125954,NA,26512,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,Perindo,12,"CLARISSA H. TANOESOEDIBJO, B.A., B.Com",Female,2289115,1786500,125954,NA,26512,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,Perindo,12,"Dr. DJONI TOAT MULJADI, S.H., M.M.",Male,2289115,1786500,125954,NA,26512,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,Perindo,12,"Dr. H. FERRY KURNIA R., M.Si.",Male,2289115,1786500,125954,NA,26512,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,Perindo,12,MARYAM APRIANI DEWI,Female,2289115,1786500,125954,NA,26512,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,Perindo,12,"NUR SLAMET IMAM SYAFII, S.Sos.",Male,2289115,1786500,125954,NA,26512,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,Perindo,12,"YUNITA, S.E.",Female,2289115,1786500,125954,NA,26512,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKB,13,"Dr. ROSYE ROSARIA ZAENA, S.E., M.Si., Ak., CA., CPRM., CAVP",Female,2289115,1786500,125954,NA,138013,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKB,13,"ERWIN, S.E., M.Pd.",Male,2289115,1786500,125954,NA,138013,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKB,13,HABIB SYARIEF MUHAMMAD,Male,2289115,1786500,125954,NA,138013,1
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKB,13,"HOERUL FALAH, S.Sy.",Male,2289115,1786500,125954,NA,138013,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKB,13,MAKHFUDZ SOLAIMAN,Male,2289115,1786500,125954,NA,138013,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKB,13,"RACHMAT RIADY TANANG, S.T.",Male,2289115,1786500,125954,NA,138013,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKB,13,"TUTI HERAWATI, S.Pd.I.",Female,2289115,1786500,125954,NA,138013,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKN,14,AGUNG SETIANA,Male,2289115,1786500,125954,NA,1699,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKN,14,BERIMAN PURBA,Male,2289115,1786500,125954,NA,1699,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKN,14,"Dr. M.FARHAT ABBAS, S.H., M.H.",Male,2289115,1786500,125954,NA,1699,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKN,14,FELICIA ELVIRA SIHOTANG,Female,2289115,1786500,125954,NA,1699,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKN,14,FETRISIA,Female,2289115,1786500,125954,NA,1699,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKN,14,"MIA VINITA, S.E.",Female,2289115,1786500,125954,NA,1699,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKN,14,NENENG SITI FATIMAH,Female,2289115,1786500,125954,NA,1699,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKS,15,dr. AULIYA RAHMI FADLILAH,Female,2289115,1786500,125954,NA,360248,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKS,15,"Dr. H. HARU SUANDHARU, S.Si., M.Si.",Male,2289115,1786500,125954,NA,360248,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKS,15,"HENDRA SETIAWAN, S.E., M.M.",Male,2289115,1786500,125954,NA,360248,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKS,15,"Hj. LEDIA HANIFA A., S.Si., M.Psi.T.",Female,2289115,1786500,125954,NA,360248,1
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKS,15,"Prof. Dr. SANUSI UWES, M.Pd.",Male,2289115,1786500,125954,NA,360248,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKS,15,SRI CHOLIFAH,Female,2289115,1786500,125954,NA,360248,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PKS,15,"TEDDY SETIADI, S.Sos.",Male,2289115,1786500,125954,NA,360248,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PPP,16,AULIA ISKANDAR PUTRI,Female,2289115,1786500,125954,NA,19302,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PPP,16,"GITA WIDIASANTY, S.I.Kom., M.Si.",Female,2289115,1786500,125954,NA,19302,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PPP,16,"H. ADANG SUHYATNA, S.I.P., M.Si.",Male,2289115,1786500,125954,NA,19302,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PPP,16,JAJANG JAKARIA,Male,2289115,1786500,125954,NA,19302,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PPP,16,MUH ABDI MUNIF,Male,2289115,1786500,125954,NA,19302,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PPP,16,MUHAMMAD HIDAYAT,Male,2289115,1786500,125954,NA,19302,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PPP,16,SOIMAH,Female,2289115,1786500,125954,NA,19302,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PSI,17,"DONA YURIKE SIDABUTAR, S.S., M.Si.",Female,2289115,1786500,125954,NA,87738,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PSI,17,"FURQAN AMINI M.CHAN, S.Psi.",Male,2289115,1786500,125954,NA,87738,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PSI,17,"GIRING GANESHA DJUMARYO, S.I.Kom.",Male,2289115,1786500,125954,NA,87738,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PSI,17,HENY PUSPITASARI,Female,2289115,1786500,125954,NA,87738,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PSI,17,"MELISSA LIE, S.Sos.",Female,2289115,1786500,125954,NA,87738,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PSI,17,Robby Kumala,Male,2289115,1786500,125954,NA,87738,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,PSI,17,YUNIUS SUWANTORO,Male,2289115,1786500,125954,NA,87738,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,Ummat,18,AHMAD AKHYAR MUTTAQIN,Male,2289115,1786500,125954,NA,8779,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,Ummat,18,"ALI AKBAR SYAHRIR, S.H.",Male,2289115,1786500,125954,NA,8779,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,Ummat,18,"DARNA LATIFAH HANUM, S.E.",Female,2289115,1786500,125954,NA,8779,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,Ummat,18,DEVI FERIYAL,Female,2289115,1786500,125954,NA,8779,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,Ummat,18,"Dr. NURULLAH BUDISISWANTO, S.T., M.T.",Male,2289115,1786500,125954,NA,8779,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT I,14,Ummat,18,"Prof. Dr. H. RUSLI GHALIB, S.E., M.S.P.",Male,2289115,1786500,125954,NA,8779,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Buruh,1,Anas Sodikin,Male,3973080,3104039,279813,NA,22854,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Buruh,1,Elis Rosida,Female,3973080,3104039,279813,NA,22854,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Buruh,1,Eva Yani,Female,3973080,3104039,279813,NA,22854,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Buruh,1,"Ferri Nuzarli, S.E., S.H.",Male,3973080,3104039,279813,NA,22854,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Buruh,1,"Henut Hendro Pramono, S.E.",Male,3973080,3104039,279813,NA,22854,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Buruh,1,Makbullah Fauzi,Male,3973080,3104039,279813,NA,22854,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Buruh,1,Sandra Dwi Tania L. H.,Male,3973080,3104039,279813,NA,22854,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Buruh,1,Supriyadi,Male,3973080,3104039,279813,NA,22854,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Buruh,1,"Tannen M. S. Sinaga, S.E., Ak.",Male,3973080,3104039,279813,NA,22854,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Buruh,1,"Yudo Kusumowardani, S.T.",Female,3973080,3104039,279813,NA,22854,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Demokrat,2,Dr. DEDE YUSUF MACAN EFFENDI,Male,3973080,3104039,279813,NA,306652,1
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Demokrat,2,"Dr. Rudy G Bastari, S.T., S.H., M.M., M.Tax., M.Acc.",Male,3973080,3104039,279813,NA,306652,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Demokrat,2,"H. M. SYAFARUDDIN MAHAPUTRA, S.T., M.T.",Male,3973080,3104039,279813,NA,306652,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Demokrat,2,"H. YUS RUSSAMSI AHMAD, S.H.",Male,3973080,3104039,279813,NA,306652,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Demokrat,2,Ir. M. WIRA UTAMA WP,Male,3973080,3104039,279813,NA,306652,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Demokrat,2,"LILIS MARYATI, S.Pd., M.Si.",Female,3973080,3104039,279813,NA,306652,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Demokrat,2,SUGENG WARAS,Male,3973080,3104039,279813,NA,306652,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Demokrat,2,"TEGUH PANJIREZA ROSENDRA, S.I.Kom.",Male,3973080,3104039,279813,NA,306652,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Demokrat,2,WIDA SAADIAH,Female,3973080,3104039,279813,NA,306652,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Demokrat,2,"YETI HERYATI, S.H.",Female,3973080,3104039,279813,NA,306652,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Garuda,3,ANGGI ADITIA SAPUTRA,Male,3973080,3104039,279813,NA,7090,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Garuda,3,DONI NUGRAHA KRISHBIE,Male,3973080,3104039,279813,NA,7090,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Garuda,3,MALKAN,Male,3973080,3104039,279813,NA,7090,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Garuda,3,RIKA MELINDA,Female,3973080,3104039,279813,NA,7090,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Garuda,3,RITA FITRIYANTI,Female,3973080,3104039,279813,NA,7090,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Garuda,3,SELA WIJAYA,Female,3973080,3104039,279813,NA,7090,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Garuda,3,SUKIRMAN,Male,3973080,3104039,279813,NA,7090,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Garuda,3,THARIQUL FALAH ANSHARY,Male,3973080,3104039,279813,NA,7090,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Garuda,3,TITA MARETHA,Female,3973080,3104039,279813,NA,7090,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Garuda,3,WIDA HENDRAWATI,Female,3973080,3104039,279813,NA,7090,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Gelora,4,"ERNA HARTIPAH, S.I.P.",Female,3973080,3104039,279813,NA,20637,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Gelora,4,HARIS YULIANA,Male,3973080,3104039,279813,NA,20637,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Gelora,4,"NURJAMAN, S.E.",Male,3973080,3104039,279813,NA,20637,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Gelora,4,"YERU RIZAL, Ph.D.",Male,3973080,3104039,279813,NA,20637,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Gerindra,5,"ASEP SUTISNA, S.H.I.",Male,3973080,3104039,279813,NA,396368,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Gerindra,5,BUDHI PRANOWO,Male,3973080,3104039,279813,NA,396368,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Gerindra,5,MUHAMMAD ARWANI DENI,Male,3973080,3104039,279813,NA,396368,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Gerindra,5,RACHEL MARYAM SAYIDINA,Female,3973080,3104039,279813,NA,396368,1
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Gerindra,5,REDY PRYAMBADA S.,Male,3973080,3104039,279813,NA,396368,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Gerindra,5,SYIFA PUTRI NUR AZIZAH,Female,3973080,3104039,279813,NA,396368,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Gerindra,5,TAUFIK HIDAYAT,Male,3973080,3104039,279813,NA,396368,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Gerindra,5,TB ARDI JANUAR,Male,3973080,3104039,279813,NA,396368,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Gerindra,5,V. JENNI RETNO SUBANINGSIH,Female,3973080,3104039,279813,NA,396368,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Gerindra,5,YUDHA FIJRIA HARISANDI,Male,3973080,3104039,279813,NA,396368,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Golkar,6,"Dr. Dra. R. IKKE DEWI SARTIKA, M.Pd.",Female,3973080,3104039,279813,NA,497508,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Golkar,6,"Dr. H. DADANG M. NASER, S.H., M.I.Pol.",Male,3973080,3104039,279813,NA,497508,1
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Golkar,6,"Dr. H. TB. ACE HASAN SYADZILY, M.Si.",Male,3973080,3104039,279813,NA,497508,1
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Golkar,6,"Dr. M. SABIL RACHMAN, M.Si.",Male,3973080,3104039,279813,NA,497508,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Golkar,6,"Ir. ANANG SUSANTO SUHENDAR, M.Si.",Male,3973080,3104039,279813,NA,497508,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Golkar,6,Ir. Drs. H. LILI ASDJUDIREDJA,Male,3973080,3104039,279813,NA,497508,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Golkar,6,"LUCKY RICHARD CHASMARAN, S.I.P., M.Si.",Male,3973080,3104039,279813,NA,497508,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Golkar,6,NUNKI JUNIARTI,Female,3973080,3104039,279813,NA,497508,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Golkar,6,SANDRA INDRIATI NOHOLO,Female,3973080,3104039,279813,NA,497508,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Golkar,6,"YAYAT SUPRIATNA, S.E., M.M.",Male,3973080,3104039,279813,NA,497508,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Hanura,7,AJENG DINI NURHIDAYAH,Female,3973080,3104039,279813,NA,12088,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Hanura,7,BENNY RHAMDANI,Male,3973080,3104039,279813,NA,12088,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Hanura,7,DEDE GINANJAR PRISTIAWAN,Male,3973080,3104039,279813,NA,12088,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Hanura,7,DICKY RINALDHI,Male,3973080,3104039,279813,NA,12088,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Hanura,7,"Drs. H. D. HAFIZMAN, S.H.",Male,3973080,3104039,279813,NA,12088,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Hanura,7,"LIA KUMALA DEWI, S.H., M.Kn.",Female,3973080,3104039,279813,NA,12088,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Hanura,7,MOCHAMAD RAMDAN PERDANA,Male,3973080,3104039,279813,NA,12088,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Hanura,7,MUHAMMAD FEBYANTO ABISHA FADIL,Male,3973080,3104039,279813,NA,12088,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Hanura,7,SAMUEL JADI PARDOMUAN SIHITE,Male,3973080,3104039,279813,NA,12088,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Hanura,7,SRI KOMALA,Female,3973080,3104039,279813,NA,12088,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Nasdem,8,ADE SUDRADJAT USMAN,Male,3973080,3104039,279813,NA,226716,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Nasdem,8,"DEDEN MULYANA, S.Si.",Male,3973080,3104039,279813,NA,226716,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Nasdem,8,"H. ASEP SAPUTRA, S.E.",Male,3973080,3104039,279813,NA,226716,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Nasdem,8,Hj. TIARA PUTRI JULIZAR,Female,3973080,3104039,279813,NA,226716,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Nasdem,8,"Ir. H. ROESTANTO W. D., M.M.",Male,3973080,3104039,279813,NA,226716,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Nasdem,8,KRISWANDIAR,Male,3973080,3104039,279813,NA,226716,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Nasdem,8,"NATI SAKINAH, S.E., M.A.B.",Female,3973080,3104039,279813,NA,226716,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Nasdem,8,RAJIV,Male,3973080,3104039,279813,NA,226716,1
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Nasdem,8,"RIAN FIRMANSYAH, S.Pd.",Male,3973080,3104039,279813,NA,226716,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Nasdem,8,"TOTI RISNA K. S., S.H.",Female,3973080,3104039,279813,NA,226716,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PAN,9,AAM RAMA KUSUMAH,Male,3973080,3104039,279813,NA,242783,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PAN,9,"AHMAD NAJIB QODRATULLAH, S.E., M.H.",Male,3973080,3104039,279813,NA,242783,1
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PAN,9,"ASEP SEHABUDIN, S.Ag.",Male,3973080,3104039,279813,NA,242783,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PAN,9,"Brigjen. TNI (Purn.) YUSEP SUDRAJAT, S.I.P., M.Si.",Male,3973080,3104039,279813,NA,242783,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PAN,9,DENI RUSDIANA,Male,3973080,3104039,279813,NA,242783,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PAN,9,ELIS NURHAYATI,Female,3973080,3104039,279813,NA,242783,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PAN,9,JEJE RITCHIE ISMAIL,Male,3973080,3104039,279813,NA,242783,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PAN,9,"LINA MARLINA SUSANA, S.Pd., M.E.Sy.",Female,3973080,3104039,279813,NA,242783,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PAN,9,"SHANTIENA BIDURI FITRIANIE, S.T.Sn.",Female,3973080,3104039,279813,NA,242783,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PAN,9,YAYAN JATNIKA,Male,3973080,3104039,279813,NA,242783,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PBB,10,ERON NORMANDIA BACHSIN,Male,3973080,3104039,279813,NA,8413,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PBB,10,GUGUN GUNAWAN,Male,3973080,3104039,279813,NA,8413,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PBB,10,Mursalin Dahlan,Male,3973080,3104039,279813,NA,8413,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PBB,10,NEFI FIRDAUS,Male,3973080,3104039,279813,NA,8413,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PBB,10,OSCAR COSA DILAPANGA,Male,3973080,3104039,279813,NA,8413,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PBB,10,"RATNA JUITA YAKOEB, S.Ag.",Female,3973080,3104039,279813,NA,8413,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PBB,10,REPPY SOFTIWATI,Female,3973080,3104039,279813,NA,8413,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PDIP,11,"apt. Hj. YENA R. ISKANDAR, S.Si., MMRS.",Female,3973080,3104039,279813,NA,267638,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PDIP,11,"CHAERUL RIZKY P. MANTINI, S.E.",Male,3973080,3104039,279813,NA,267638,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PDIP,11,"DENNY CAGUR, S.Pd.",Male,3973080,3104039,279813,NA,267638,1
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PDIP,11,H. YADI SRIMULYADI,Male,3973080,3104039,279813,NA,267638,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PDIP,11,HENGKI KURNIAWAN,Male,3973080,3104039,279813,NA,267638,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PDIP,11,LITA ZEN,Female,3973080,3104039,279813,NA,267638,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PDIP,11,NINDYA NAZARA,Male,3973080,3104039,279813,NA,267638,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PDIP,11,"SOFIA YULINAR SURACHMAN, S.A.B.",Female,3973080,3104039,279813,NA,267638,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PDIP,11,SOFYAN J. BOTUTIHE,Male,3973080,3104039,279813,NA,267638,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,PDIP,11,YUDI SURJADI,Male,3973080,3104039,279813,NA,267638,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Perindo,12,"ABD. KHALIQ AHMAD, S.Pd.",Male,3973080,3104039,279813,NA,21153,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Perindo,12,ADFIANDRI PRADIPTASARI,Female,3973080,3104039,279813,NA,21153,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Perindo,12,ASRIYATI,Female,3973080,3104039,279813,NA,21153,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Perindo,12,"BAMBANG SUDIYONO, A.Md.",Male,3973080,3104039,279813,NA,21153,0
1,1,DPR,2024,February,JAWA BARAT ,JAWA BARAT II,15,Perindo,12,"CAHYARINA AGUSTINA ASRI, S.H.",Female,3973080,3104039,279813,NA,21153,0
