Year,Election,Province,District Name,Party Number,Party Name,Candidate Name,"Candidate Gender L=Male, P=Female",Candidate List Number
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,9,Perindo,"RAHMADIYAH HENDRY, S.E",P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,9,Perindo,"Ir. NGAKAN PUTU ADNYANA, M.M",L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,9,Perindo,"H. ROBBY DHARMAWAN, SE",L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,9,Perindo,RAHMANIA ARIFIN,P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,9,Perindo,"MEI EDI MUJITO, ST., SHUT., S.ARS., SH., MH.",L,7
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,9,Perindo,"RA. YEANNY OLIVIA KHRISTINA, ST",P,8
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,9,Perindo,"OLIVER MARPAUNG, SE",L,9
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,9,Perindo,"SUGISTI DWI AJI, S.IP., M.Si",L,10
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,10,PPP,H. GUGUS JOKO WASKITO,L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,10,PPP,EMA UMIYYATUL CHUSNAH,P,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,10,PPP,"H. ABD MUCHID, S.H",L,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,10,PPP,BAKHTIAR MUHAMAD NURHADI,L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,10,PPP,AMANTA DINANJAYA,P,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,10,PPP,ABD FATAH,L,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,10,PPP,VIVI AGUSTIN,P,7
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,10,PPP,AKHMAD TAUFIK MOEKHIT,L,8
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,10,PPP,"SU'UDI, S.Th.I, M.Si",L,9
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,10,PPP,MOHAMMAD AZIZI,L,10
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,11,PSI,ANDRO ROHMANA PUTRA,L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,11,PSI,"TRI HARNOKO HEDY P, SH",L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,11,PSI,TARYUNI,P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,11,PSI,LINTANG KHRISNA MUTTI,P,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,11,PSI,"BUSTANUS SALATIN, ST",L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,11,PSI,ERDILA KRISTY LARASATY,P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,11,PSI,RIZKI UTAMI,P,7
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,11,PSI,RAHMA META SARI,P,8
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,11,PSI,HENI ANDRIYANI,P,9
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,11,PSI,DINDA AYU ARIFIYANI,P,10
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,12,PAN,DENADA,P,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,12,PAN,ABDUL HAKIM BAFAGIH,L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,12,PAN,"Drs. MUNTAHA, Apt., MM",L,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,12,PAN,"Dra. Hj. MUSFIROH S BADRIE, M.Si",P,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,12,PAN,"Dr. BAMBANG SUTRISNO, SH, MH",L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,12,PAN,ACHMAD RONI,L,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,12,PAN,ANDIK TRISDIANTO,L,7
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,12,PAN,M ALI AKBAR,L,8
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,12,PAN,"AMALIA LARASATI, S.Pd. MM",P,9
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,12,PAN,Ir. H. M. YUSUF MALADI,L,10
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,13,Hanura,"GAYATRI AISYAH ARDHININDYA, S. Psi.",P,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,13,Hanura,"KAKUNG SANTOSA, S.E",L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,13,Hanura,GARDI GAZARIN,L,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,13,Hanura,NASBI BASRI,P,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,13,Hanura,PRIA SAMBADHA AA,L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,13,Hanura,LUSY VIDYA PUSPITA SARI,P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,14,Demokrat,"Drs. H. GUNTUR SASONO, M.Si",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,14,Demokrat,"Ir. IRAWAN SATRIO LEKSONO, MM",L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,14,Demokrat,CHICKO WENDRINA,P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,14,Demokrat,"DR. H. RASIYO, M.Si",L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,14,Demokrat,"JAN PRINCE PERMATA, S.P., M.Si.",L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,14,Demokrat,TRUSTI PRATIWI,P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,14,Demokrat,"Dr. GAGUK HARIJANTO, Drs., M.Si",L,7
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,14,Demokrat,DIMYATI DAHLAN,L,8
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,14,Demokrat,"MAYA RAHMATIA ARKIANG, SE., MM",P,9
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,14,Demokrat,"HENRY TRI KURNIAWAN, ST",L,10
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,19,PBB,CHAIRUL HIDAYAT,L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,19,PBB,AZANIL KELANA,L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,19,PBB,WIJI WINARSIH,P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,19,PBB,"LUTHFI LAZUARDI, SH",L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,19,PBB,RACHMATULLAH,L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,19,PBB,NUZULINA MAGHFIROH,P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,19,PBB,YOSI TUTU GUNAWAN,L,7
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,19,PBB,NUR SALIMAH,P,8
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,19,PBB,"IMANG MAULANA, MM",L,9
2019,DPR ,JAWA TIMUR,JAWA TIMUR VIII,20,PKPI,NUBZATUS SANIYAH,P,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,1,PKB,"H. LUKMANUL KHAKIM, M.Si",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,1,PKB,"HJ RATNA JUWITA SARI, SE.MM",P,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,1,PKB,"H. M. SHOLAHUL'AM NOTOBUWONO, SE",L,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,1,PKB,"FARIDA HIDAYATI, SH., M.Kn",P,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,1,PKB,MOCH. ALY TAUFIQ,L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,1,PKB,SUGENG BAHAGIJO,L,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,2,Gerindra,"WIHADI WIYANTO, SH., MH",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,2,Gerindra,ARIO SIGHAT TRIYUDHO ADHIE,L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,2,Gerindra,YOFIANA DEWI NASUTION,P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,2,Gerindra,Ir. RAUF PURNAMA,L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,2,Gerindra,TITIS YUNARTI,P,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,2,Gerindra,"Drs. BASUKI, M.Pd., M.Pdi",L,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,3,PDIP,"H. ABIDIN FIKRI, S.H., M.H.",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,3,PDIP,SETYO HARTONO,L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,3,PDIP,SARI KOESWOYO,P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,3,PDIP,MARSMA TNI (PURN) JOHANES URIP UTOMO,L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,3,PDIP,MUDIANI,P,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,3,PDIP,SUHARI,L,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,4,Golkar,"Ir. H. S.W. YUDHA, M.Sc.",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,4,Golkar,"Dra. HJ. HAENY RELAWATI R.W, M.Si.",P,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,4,Golkar,"GUNAWAN HIDAYAT, S.T., M.T.",L,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,4,Golkar,"Ir. RUSNILAWATI, M.M",P,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,4,Golkar,"HEPPY DWI BAYU WAHONO, S.I.P",L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,4,Golkar,JOKO PURWANTO,L,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,5,NasDem,DR. H SUYOTO MSI,L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,5,NasDem,"Drs. H. HADI TUGUR, M.Pd., MM",L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,5,NasDem,"IDA RIA S, SE, MM",P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,5,NasDem,"WAHYU SETIAWAN, S.PI",L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,5,NasDem,MAKBUB EKHSAN,L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,5,NasDem,THESSALONICA INDRIA R. A. A. K,P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,6,Garuda,AHMAD AFFAN ASY SYADDATH,L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,6,Garuda,YULI SUDIANINGSIH,P,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,7,Berkarya,"MUHAMMAD YUSUF, SE",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,7,Berkarya,KH. SYAIFUDIN NAWAWI,L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,7,Berkarya,NUNIK TABAH ANDAYANI,P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,7,Berkarya,H. SOEPARMO,L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,7,Berkarya,"M. DWIYOGA KURNIAWAN, SH.",L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,7,Berkarya,NINA YUNIARSIH,P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,8,PKS,ILHAM BUDHI PRASETIJA,L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,8,PKS,"AGUS ABDULLOHIL WAHID MG, M.Sc",L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,8,PKS,AMINATUS SHOLICHAH,P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,8,PKS,LUKMAN HAKIM,L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,8,PKS,"DANIA NOVITASARI, SE., M.Pd",P,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,8,PKS,"HA. SUPRAPTO, SH, MM",L,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,9,Perindo,"LIRING DUHITA DEWI, SH, LL.M",P,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,9,Perindo,AGOES BUDIJONO,L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,9,Perindo,"SUHARTO, SE",L,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,9,Perindo,"ANI WIDYAWATI, S.Pd",P,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,9,Perindo,"HIDAYAT, S.Pd., SE., MM",L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,9,Perindo,"FITRIA DESIANA FATMAWATI, S.Pd",P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,10,PPP,MUKHLISIN,L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,10,PPP,M. THOBAHUL AFTONI,L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,10,PPP,"USWATUN HASANAH, S.SOS",P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,10,PPP,DENA OCTAVIANA ENDRAWAN,P,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,10,PPP,MUHAMMAD MANSUR,L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,10,PPP,DEDY CANDRA,L,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,11,PSI,"SHOLIKHIN, S.Pd",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,11,PSI,ITA ANGELIA,P,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,11,PSI,UMI HOMSAH ZULFITRI,P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,11,PSI,JUNITA LOLI SIMATUPANG,P,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,11,PSI,DIAH AMALIA,P,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,11,PSI,CHRISTY EKA RAHAYU,P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,12,PAN,"AGUS MAIMUN, SE, M. HP",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,12,PAN,Ir. BAMBANG BUDI SUSANTO,L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,12,PAN,"BEKTI PRASTYANI, S.Pd",P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,12,PAN,"Drs. H. M. ZEN DAHLAN, M.Pd",L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,12,PAN,YULI SHOLAWATI,P,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,12,PAN,H. ROMADLON,L,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,13,Hanura,"NURHUDA, S.Pd",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,13,Hanura,SITI NURBAYA,P,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,13,Hanura,SAKUR,L,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,14,Demokrat,"DIDIK MUKRIANTO, SH., MH.",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,14,Demokrat,"NURHIDAYAT UMACINA, SE",L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,14,Demokrat,SRI RUBINARTI,P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,14,Demokrat,LUQMAN SAIFUDIN,L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,14,Demokrat,"H. JAILANI, SH., MH",L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,14,Demokrat,AULIA ARDIANI WIDYASARI,P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,19,PBB,ARMIN IRAWAN,L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,19,PBB,"KOLIS, S.H",L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,19,PBB,MIMIK MARDAWATI,P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,19,PBB,Drs. MASHURI,L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,19,PBB,ENNY NOVIANTI,P,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR IX,19,PBB,NUR SHOLIHAH,P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,1,PKB,"H. JAZILUL FAWAID, SQ., MA",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,1,PKB,"H. SALMAN EL FARISIY SYAMLAN, S.H., M.Kn.",L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,1,PKB,SYAHRUL ULUM,P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,1,PKB,SALIM AZHAR,L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,1,PKB,KHODIJAH,P,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,1,PKB,ZAINUL MUNASICHIN,L,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,2,Gerindra,KHILMI,L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,2,Gerindra,"Drs. H.M. TSALITS FAHAMI, MM",L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,2,Gerindra,FAJARINI,P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,2,Gerindra,BAMBANG HIRLANANDA,L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,2,Gerindra,ABDUL MUJIB,L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,2,Gerindra,SRI PUJI HARTINI,P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,3,PDIP,"H. NASYIRUL FALAH AMRU, S.E.",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,3,PDIP,"Prof. dr. PURNAWAN JUNADI, MPH., Ph.D",L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,3,PDIP,"ESTINING GUNITARUKMI, S.I.P., M.I.P",P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,3,PDIP,SUBANGKIT,L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,3,PDIP,SYAHDATUL KAHFI,L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,3,PDIP,LIDIA SISKARINI,P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,4,Golkar,PRIHADI SANTOSO,L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,4,Golkar,Ir. EDDY KUNTADI,L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,4,Golkar,"NURNAVIA MALIK ARROSYIDAH, S.H",P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,4,Golkar,"AHMAD LABIB, S.H.I., M.H.",L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,4,Golkar,ABD HAFID BASO,L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,4,Golkar,"DYAH RORO ESTI W.P, B.A., M.Sc",P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,5,NasDem,A. EFFENDY CHOIRIE,L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,5,NasDem,"M. MUHTAR ALI AN NADWI, M.Ag",L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,5,NasDem,WINDY PERDANA WATI,P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,5,NasDem,ABD. AZIZ SALIM SYABIBI,L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,5,NasDem,"UBAIDILLAH, S.Hi., MH",L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,5,NasDem,ELMA THEANA YULIANTINA,P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,6,Garuda,BUDI SANTOSO,L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,6,Garuda,SITI MU'AWANAH,P,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,7,Berkarya,"Ir. ARIEF SOEMARTO, SH, MH",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,7,Berkarya,"ARIEF CHANDRA, SH",L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,7,Berkarya,"FAHMA FARIHAH, A.Md.Far",P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,7,Berkarya,ASWIL DT. R. BILANG,L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,7,Berkarya,RETNO TRI MINARNI,P,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,7,Berkarya,"RICKY WIBOWO TJAHJADI, ST., MM.",L,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,8,PKS,"Ir. H. AHMAD IQBAL SATRIA UTAMA, MM",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,8,PKS,"BASUKI ABDUL AZIZ, S.Si",L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,8,PKS,RATRI HANDAYANI,P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,8,PKS,"ARIF PRASETYO AJI, ST",L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,8,PKS,"DARMIDI, SE",L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,8,PKS,DYAH RETNO SAVITRI,P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,9,Perindo,"TRISNO WIDODO, SH., MM",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,9,Perindo,DWINARNO WAHYU JATMIKO,L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,9,Perindo,"Dra. NUR MAINI HISYAM, M.Pd",P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,9,Perindo,"MOCH. AMROJI, S.E., M.T",L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,9,Perindo,"FERDINAND, SE, MM",L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,9,Perindo,DIAH MILIARTI REDJEKI,P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,10,PPP,"H. ISKANDAR D. SYAICHU, SE",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,10,PPP,NOORJANNAH,P,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,10,PPP,"ANDI SETIAWAN, S.Sos.I.",L,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,10,PPP,"ACHMAD WAHYUDDIN, S.H",L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,10,PPP,JAMILAH AHADIYAH,P,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,10,PPP,H. TAWAR MULYONO,L,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,11,PSI,ARYA HADIID SATMATA,L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,11,PSI,ELLA NURAINI,P,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,11,PSI,JIK MAMLU'AH RAHMAWATI,P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,11,PSI,"KHOLIK, SH",L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,11,PSI,FITRI APRILIA,P,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,11,PSI,NILA MARSELA,P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,12,PAN,"H. VIVA YOGA MAULADI, M.Si",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,12,PAN,"Prof. Dr. ZAINUDDIN MALIKI, M.Si.",L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,12,PAN,"AYU M. KUSUMASTUTI, SE",P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,12,PAN,M TAUFIK GANI,L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,12,PAN,"UMI KHULSUM, SE",P,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,12,PAN,R. AFFAN IBNU MUHARAM,L,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,13,Hanura,SJ. ARIFIN,L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,13,Hanura,"DEDE SUPRIADI, S.Pd, MM",L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,13,Hanura,MAASJE ONNY SUPIT,P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,13,Hanura,DESI MARLINA,P,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,13,Hanura,YUMNA KARIM,P,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,13,Hanura,M. ABDUL AZIZ MUSLIM,L,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,14,Demokrat,"DEBBY KURNIAWAN, S.Kom",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,14,Demokrat,"H. JEMMY SETIAWAN, SH., MH",L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,14,Demokrat,Hj. SASDAWATI,P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,14,Demokrat,"MUHAJIR, SH. MH",L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,14,Demokrat,"ALIYAH, SS.ML",P,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,19,PBB,"MUHAMMAD BANDA ARYA, S.Ip",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,19,PBB,SORAYA SAFITRI,P,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,19,PBB,"A. HAFIZ AZHARI, S.Ag.",L,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,19,PBB,"AGASTYA WIDHI HARJUNADHI, M.Pd",L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,19,PBB,TRI SANGADAH,P,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,19,PBB,ADILA SWASDIKA PUTRA,L,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR X,20,PKPI,ANIDA,P,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR XI,1,PKB,"H. ZAINI RAHMAN, M.H.",L,1
2019,DPR ,JAWA TIMUR,JAWA TIMUR XI,1,PKB,"MUH. UNAIS ALI HISYAM, M. PD.I",L,2
2019,DPR ,JAWA TIMUR,JAWA TIMUR XI,1,PKB,NABILA MONDIR,P,3
2019,DPR ,JAWA TIMUR,JAWA TIMUR XI,1,PKB,"H. SYAFIUDDIN, S.SOS",L,4
2019,DPR ,JAWA TIMUR,JAWA TIMUR XI,1,PKB,"Dr. MARZUKI, M.Si",L,5
2019,DPR ,JAWA TIMUR,JAWA TIMUR XI,1,PKB,"GINA HANDAYANI, S. Ag.",P,6
2019,DPR ,JAWA TIMUR,JAWA TIMUR XI,1,PKB,Ir. H. LUQMAN HAKIM,L,7
2019,DPR ,JAWA TIMUR,JAWA TIMUR XI,1,PKB,"RIKA NURLELA, S. Ag.",P,8
2019,DPR ,JAWA TIMUR,JAWA TIMUR XI,2,Gerindra,"MOH. NIZAR ZAHRO, SH., M.Pd",L,1
