Year,Province name,Election,Registered voters in district,Valid votes in district,Invalid votes,Candidate Name ,Candidate Number ,Number of Party Votes (for each party),Candidate elected to the DPD,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"ANGELIUS WAKE KAKO, S.Pd., M.Si",5,"179,197",1,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,ANTONIUS F. BETHAN,6,"35,307",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,dr. ASYERA RESPATI A. WUNDALERO,7,"199,022",1,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"Ir. BERNALDUS YOHANES RALDY DOY, M.Si",8,"49,745",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"DAVID SUTARTO, ST",9,"36,949",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"Drs. DJATA DOMINIKUS, M.Si",10,"29,873",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,FLAVIANUS NESTOR EMBUN ,11,"92,426",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"FRANSISKUS RAMLI, S.H",12,"39,057",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"FRANSISKUS SALEM, SH., M.Si",13,"69,408",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"HILDA MANAFE, SE., MM.",14,"228,487",1,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"Dr. HYRONIMUS AGUSTINUS FERNANDEZ., dr., M.Kes",15,"22,909",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,JEVRIANUS BILI,16,"59,552",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"JIMMI WILLIBAIDUS SIANTO, SE., MM",17,"44,035",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,JOHANES FRANSISKUS RIBERU,18,"62,207",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,Ir. KAREL JANI MBOEIK,19,"39,457",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"KORNELIS SOI, SH.",20,"62,703",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"LUSIA ADINDA DUA NURAK, S.Pd., MM",21,"139,197",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"MARTHINUS J.E. MEDAH, SE.",22,"93,460",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"MARTINUS SIKI, SH., MH.",23,"123,565",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"MARTINUS SUWARDI MANTRO, S.Si.",24,"18,605",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"Dr. phil. NORBETUS JEGALUS, MA",25,"41,876",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,Drs. PRAMODHANA PURNALAKISTA ,26,"8,002",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"RONNY NUBATONIS, ST.",27,"36,702",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,Ir. SARAH LERY MBOEIK,28,"126,664",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"SERVATIUS LAWANG, SH., M.M",29,"17,810",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"SYARIFUDIN ATASOGE, S.Pd., M.Pd.",30,"83,967",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"VENTJE JR ABANIT, SE.",31,"68,285",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"Drs. H. YAHIDIN UMAR, M.Si",32,"21,878",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"Drs. YAKUB BOBO, MT",33,"19,165",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"YAREMIAS NDOEN, ST., M.Si.",34,"22,292",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"YUSTINA GOO, S.Pd., M.Kes.",35,"12,774",,,,,,,
2019,Nusa Tenggara Timur,DPD,,,,"Dr. YUSTINA NDUNG, S.Pd., M.Si",36,"40,835",,,,,,,
2019,Kalimantan Barat,DPD,"3,687,159","2,648,738","374,659",,,,,,,,,,
2019,Kalimantan Barat,DPD,,,,ABDUL FAZRI,1,"125,051",,,,,,,
2019,Kalimantan Barat,DPD,,,,Drs. H. ABDUL RAHMI,2,"109,601",,,,,,,
2019,Kalimantan Barat,DPD,,,,"H. AMRI KALAM, S.H., M.H.",3,"208,828",,,,,,,
2019,Kalimantan Barat,DPD,,,,"BENI SULASTIYO, S.E",4,"143,514",,,,,,,
2019,Kalimantan Barat,DPD,,,,"Drs. CHRISTIANDY SANJAYA, S.E., M.M",5,"406,304",1,,,,,,
2019,Kalimantan Barat,DPD,,,,"ERLINAWATI, S.H., M.AP",6,"259,058",1,,,,,,
2019,Kalimantan Barat,DPD,,,,"GLORIO SANEN, S.H.",7,"116,927",,,,,,,
2019,Kalimantan Barat,DPD,,,,dr. IKKE WISAKSONO,8,"56,168",,,,,,,
2019,Kalimantan Barat,DPD,,,,"JOSEPH ODILLO OENDOEN, S.Sn",9,"97,866",,,,,,,
2019,Kalimantan Barat,DPD,,,,"Dr. KHALILAH, M.Pd.",10,"82,139",,,,,,,
2019,Kalimantan Barat,DPD,,,,"MARIA GORETI, S.Sos., M.Si.",11,"287,341",1,,,,,,
2019,Kalimantan Barat,DPD,,,,Drs. H. M. SURONTO,12,"29,519",,,,,,,
2019,Kalimantan Barat,DPD,,,,"MUHAMMAD ISA, S.Pd.",13,"42,351",,,,,,,
2019,Kalimantan Barat,DPD,,,,MUHAMMAD SALEH,14,"48,734",,,,,,,
2019,Kalimantan Barat,DPD,,,,MUJILASTUTI,15,"107,932",,,,,,,
2019,Kalimantan Barat,DPD,,,,"N. CH. SAIYAN, S.H., M.H.",16,"64,768",,,,,,,
2019,Kalimantan Barat,DPD,,,,"Hj. RUBAETI ERLITA, S.Sos.I., S.H",17,"113,941",,,,,,,
2019,Kalimantan Barat,DPD,,,,"Prof. Dr. H. SAMION AR, M.Pd.",18,"96,657",,,,,,,
2019,Kalimantan Barat,DPD,,,,H. SUKIRYANTO,19,"220,937",1,,,,,,
2019,Kalimantan Barat,DPD,,,,"YUDI ALDIYANSYAH, S.E.",20,"31,102",,,,,,,
2019,Kalimantan Tengah,DPD,"1,753,224","1,174,827","210,650",,,,,,,,,,
2019,Kalimantan Tengah,DPD,,,,"ABDUL HAFID, S.Pi.",1,"38,366",,,,,,,
2019,Kalimantan Tengah,DPD,,,,"Dr. AGUSTIN TERAS NARANG, S.H.",2,"349,351",1,,,,,,
2019,Kalimantan Tengah,DPD,,,,"H. AMANTO SURYA LANGKA, Lc.",3,"40,831",,,,,,,
2019,Kalimantan Tengah,DPD,,,,"H. ASRANI, S.E., S.H.",4,"36,418",,,,,,,
2019,Kalimantan Tengah,DPD,,,,"H. BAMBANG SURYADI, S.E., M.Si.",5,"17,645",,,,,,,
2019,Kalimantan Tengah,DPD,,,,"Drs. FERLY H. SANGEN, M.Si.",6,"16,018",,,,,,,
2019,Kalimantan Tengah,DPD,,,,HABIB SAID ABDURRAHMAN,7,"92,211",1,,,,,,
2019,Kalimantan Tengah,DPD,,,,"JAMBEK NICKA, Amd.Kep.",8,"21,386",,,,,,,
2019,Kalimantan Tengah,DPD,,,,"H. MARYONO, S.H.I., M.Si.",9,"19,233",,,,,,,
2019,Kalimantan Tengah,DPD,,,,"H. MUHAMMAD RAKHMAN, S.E., S.T.",10,"125,096",1,,,,,,
2019,Kalimantan Tengah,DPD,,,,"Drs. H. MUHAMMAD YAMIN MUKHTAR, Lc., M.Pd.I.",11,"25,259",,,,,,,
2019,Kalimantan Tengah,DPD,,,,"KH. M. YUSUP ALHUDROMY, S.H.",12,"73,830",,,,,,,
2019,Kalimantan Tengah,DPD,,,,NAPA J. AWAT,13,"23,879",,,,,,,
2019,Kalimantan Tengah,DPD,,,,"Dra. Hj. NORHASANAH, M.Si.",14,"20,505",,,,,,,
2019,Kalimantan Tengah,DPD,,,,Ir. NYELONG INGA SIMON,15,0,,,,,,,
2019,Kalimantan Tengah,DPD,,,,"Hj. PERMANA SARI, S.Si., M.M., M.B.A.",16,"37,206",,,,,,,
2019,Kalimantan Tengah,DPD,,,,"RINI WIDYASARI DIRAN, S.E., M.M.",17,"50,793",,,,,,,
2019,Kalimantan Tengah,DPD,,,,"RUDOLF DITA, S.P., S.PKP., M.Si.",18,"16,813",,,,,,,
2019,Kalimantan Tengah,DPD,,,,"Pdt. Dr. SIMPON F. LION, M.Th.",19,"57,869",,,,,,,
2019,Kalimantan Tengah,DPD,,,,"Hj. YUSTINA ISMIATI, S.H., M.H.",20,"89,548",1,,,,,,
2019,Kalimantan Tengah,DPD,,,,"RIRIN ROSYANA, S.H.",21,"22,570",,,,,,,
2019,Kalimantan Selatan ,DPD,"2,869,166","1,923,164","447,305",,,,,,,,,,
2019,Kalimantan Selatan ,DPD,,,,"Ir. H. ADHARIANI, S.H., M.H.",1,"116,458",,,,,,,
2019,Kalimantan Selatan,DPD,,,,"AGUSTIN NUR MARTINA PUTRI, S.H., M.H.",2,"163,542",,,,,,,
2019,Kalimantan Selatan,DPD,,,,"ANTUNG FATMAWATI, S.T.",3,"97,208",,,,,,,
2019,Kalimantan Selatan,DPD,,,,"H. GUSTI FARID HASAN AMAN, S.E., Akt., M.B.A.",4,"317,661",1,,,,,,
2019,Kalimantan Selatan ,DPD,,,,"HABIB ABDURRAHMAN BAHASYIM, S.E., M.M.",5,"394,026",1,,,,,,
2019,Kalimantan Selatan,DPD,,,,"HABIB HAMID ABDULLAH, S.H., M.H.",6,"231,192",1,,,,,,
2019,Kalimantan Selatan,DPD,,,,HABIB ZAKARIA BAHASYIM,7,"249,982",1,,,,,,
2019,Kalimantan Selatan,DPD,,,,"H. HESLY JUNIANTO, S.H., M.H",8,"78,716",,,,,,,
2019,Kalimantan Selatan ,DPD,,,,H.SAMSANI,9,"59,635",,,,,,,
2019,Kalimantan Selatan,DPD,,,,"Drs. H. MOHAMMAD SOFWAT HADI, S.H.",10,"75,869",,,,,,,
2019,Kalimantan Selatan,DPD,,,,"H. M.SURIANI SHIDDIQ, S.Ag., M.Si.",11,"26,983",,,,,,,
2019,Kalimantan Selatan,DPD,,,,MUHAMMAD AUNUL HADI IDHAM CHALID,12,"65,380",,,,,,,
2019,Kalimantan Selatan ,DPD,,,,MUH.IHSANUDIN,13,"26,193",,,,,,,
2019,Kalimantan Selatan,DPD,,,,"Ir. SOEGENG SOESANTO, M.Si.",14,"20,319",,,,,,,
2019,Kalimantan Timur,DPD,"2,481,386","1,624,684","363,277",,,,,,,,,,
2019,Kalimantan Timur,DPD,,,,H. AHMAD HENDRY,1,"56,281",,,,,,,
2019,Kalimantan Timur,DPD,,,,AHMAD SOFYAN MASYKUR,2,"15,904",,,,,,,
2019,Kalimantan Timur,DPD,,,,"AJI MIRNI MAWARNI, S.T., M.M",3,"120,388",1,,,,,,
2019,Kalimantan Timur,DPD,,,,"H. AWANG FERDIAN HIDAYAT, S.E., M.M.",4,"345,682",1,,,,,,
2019,Kalimantan Timur,DPD,,,,"Dr. DAN BUNTU PARANOAN, M.Si.",5,"59,466",,,,,,,
2019,Kalimantan Timur,DPD,,,,EDY GUNAWAN,6,"55,410",,,,,,,
2019,Kalimantan Timur,DPD,,,,"Ir. H. GUNAWARMAN, M.AP.",7,"44,032",,,,,,,
2019,Kalimantan Timur,DPD,,,,"H. HASANUDDIN, S.H., M.Si.",8,"27,890",,,,,,,
2019,Kalimantan Timur,DPD,,,,"Drs. H. HERMANTO, M.Hum.",9,"37,446",,,,,,,
2019,Kalimantan Timur,DPD,,,,"Dr. H. MAHYUDIN, S.T., M.M.",10,"147,483",1,,,,,,
2019,Kalimantan Timur,DPD,,,,MOHAMMAD HATTA GARIT,11,"26,314",,,,,,,
2019,Kalimantan Timur,DPD,,,,Drs. H. MUHAMMAD IDRIS. S,12,"73,252",,,,,,,
2019,Kalimantan Timur,DPD,,,,MUSRIL RAHIMSYAH,13,"6,983",,,,,,,
2019,Kalimantan Timur,DPD,,,,NAJIRAH HD,14,"69,248",,,,,,,
2019,Kalimantan Timur,DPD,,,,"H. NANANG SULAIMAN, S.E.",15,"69,184",,,,,,,
2019,Kalimantan Timur,DPD,,,,"NASON NADEAK, S.H., M.H.",16,"9,621",,,,,,,
2019,Kalimantan Timur,DPD,,,,"NASPI ARSYAD, Lc.",17,"67,621",,,,,,,
2019,Kalimantan Timur,DPD,,,,"Dr. PIATUR PANGARIBUAN, S.H., M.H.",18,"29,056",,,,,,,
2019,Kalimantan Timur,DPD,,,,"REIMAL KALDHANI, S.I.Kom.",19,"18,420",,,,,,,
2019,Kalimantan Timur,DPD,,,,"Dr. Ir. RUSMIYATI, M.P.",20,"13,687",,,,,,,
2019,Kalimantan Timur,DPD,,,,"Hj. SANDRA PUSPA DEWI, S.H.",21,"64,289",,,,,,,
2019,Kalimantan Timur,DPD,,,,Kh. SISWANTO,22,"54,865",,,,,,,
2019,Kalimantan Timur,DPD,,,,"Hj. SITI QOMARIAH, S.E.",23,"44,284",,,,,,,
2019,Kalimantan Timur,DPD,,,,"SUDARNO, S.E.",24,"55,007",,,,,,,
2019,Kalimantan Timur,DPD,,,,"SUTRISNO, S.E.",25,"6,267",,,,,,,
2019,Kalimantan Timur,DPD,,,,"SYAPARUDIN, S.Sos.",26,"27,879",,,,,,,
2019,Kalimantan Timur,DPD,,,,"ZAINAL ARIFIN, A.Md.Kep.",27,"78,725",1,,,,,,
2019,Sulawesi Utara,DPD,"1,908,115","1,462,868","126,863",,,,,,,,,,
2019,Sulawesi Utara,DPD,,,,CHERISH HARRIETTE,1,"180,224",1,,,,,,
2019,Sulawesi Utara,DPD,,,,DJAFAR ALKATIRI,2,"147,210",1,,,,,,
2019,Sulawesi Utara,DPD,,,,FERRY SANGER WEKU,3,"11,024",,,,,,,
2019,Sulawesi Utara,DPD,,,,FEYKE ROBOT,4,"38,341",,,,,,,
2019,Sulawesi Utara,DPD,,,,HELFRIED LOMBO,5,"15,727",,,,,,,
2019,Sulawesi Utara,DPD,,,,HENDRA JACOB,6,"29,465",,,,,,,
2019,Sulawesi Utara,DPD,,,,"H. W. B. SUMAKUL, S.Th.",7,"91,998",,,,,,,
2019,Sulawesi Utara,DPD,,,,IRVAN BASRI,8,"40,229",,,,,,,
2019,Sulawesi Utara,DPD,,,,JOHANIS C. SALIBANA,9,"40,190",,,,,,,
2019,Sulawesi Utara,DPD,,,,Dra. JULL TAKALIUANG,10,"46,589",,,,,,,
2019,Sulawesi Utara,DPD,,,,"LEXI MANTIRI, S.S.",11,"48,623",,,,,,,
2019,Sulawesi Utara,DPD,,,,MAYA RUMANTIR,12,"168,086",1,,,,,,
2019,Sulawesi Utara,DPD,,,,"Pdt. MEIVA LINTANG, S.Th.",13,"67,928",,,,,,,
2019,Sulawesi Utara,DPD,,,,"Dr. ML. DENNY TEWU, S.E., M.M.",14,"19,045",,,,,,,
2019,Sulawesi Utara,DPD,,,,MUHAMMAD SALIM LANDJAR,15,"47,424",,,,,,,
2019,Sulawesi Utara,DPD,,,,NOUKE PAAT,16,"26,377",,,,,,,
2019,Sulawesi Utara,DPD,,,,"PRICYLIA ELVIERA RONDO, S.S.",17,"72,469",,,,,,,
2019,Sulawesi Utara,DPD,,,,RM. LUNTUNGAN,18,"112,939",,,,,,,
2019,Sulawesi Utara,DPD,,,,Ir. STEFANUS B. A. N. LIOW,19,"125,099",1,,,,,,
2019,Sulawesi Utara,DPD,,,,"SYACHRIAL KUI DAMOPOLII, S.Sos.",20,"30,853",,,,,,,
2019,Sulawesi Utara,DPD,,,,TEDIUS KUEMBA BATASINA,21,"60,416",,,,,,,
2019,Sulawesi Utara,DPD,,,,"VIVIAN TIRAYOH DIMPUDUS, S.E.",22,"20,429",,,,,,,
2019,Sulawesi Utara,DPD,,,,"dr. WIESJE ABIGAEL ROMPIS, M.Si.",23,"22,183",,,,,,,
2019,Sulawesi Tengah,DPD,"1,952,810","1,535,667","101,845",,,,,,,,,,
2019,Sulawesi Tengah,DPD,,,,"Dr. ABDUL RACHMAN THAHA, S.H., M.H.",1,"182,389",1,,,,,,
2019,Sulawesi Tengah,DPD,,,,"ADHI KUSUMA WAHAB, S.S.",2,"35,712",,,,,,,
2019,Sulawesi Tengah ,DPD,,,,"AGUSSALIM, S.H.",3,"30,896",,,,,,,
2019,Sulawesi Tengah,DPD,,,,"AHMAD SYAIFULLAH MALONDA, S.P.",4,"79,168",,,,,,,
2019,Sulawesi Tengah,DPD,,,,"ANDI VIVALDY, S.Pd., M.Si.",5,"39,200",,,,,,,
2019,Sulawesi Tengah,DPD,,,,"ARIF, S.T.",6,"49,899",,,,,,,
2019,Sulawesi Tengah ,DPD,,,,"HERI SUGIANTO, S.H.",7,"53,756",,,,,,,
2019,Sulawesi Tengah,DPD,,,,"I GEDE YOGANTARA TEGUH EKOWIJAYA, S.I.Kom.",8,"71,882",,,,,,,
2019,Sulawesi Tengah,DPD,,,,"LUKKY SEMEN, S.E.",9,"202,436",1,,,,,,
2019,Sulawesi Tengah,DPD,,,,Drs. MA’MUN AMIR,10,"112,752",,,,,,,
2019,Sulawesi Tengah ,DPD,,,,MAZIRU L. MASRI,11,"49,952",,,,,,,
2019,Sulawesi Tengah,DPD,,,,MUH AMIN SANDILANA,12,"18,687",,,,,,,
2019,Sulawesi Tengah,DPD,,,,"Dr. MUHAMMAD J. WARTABONE, S.H., M.Hi.",13,"125,432",1,,,,,,
2019,Sulawesi Tengah,DPD,,,,"H. MUSDAR M. AMIN, S.E., M.Si.",14,"52,364",,,,,,,
2019,Sulawesi Tengah ,DPD,,,,"Drs. NURSALAM, M.M.",15,"61,571",,,,,,,
2019,Sulawesi Tengah,DPD,,,,SAHRUM B. SIHIRA,16,"43,850",,,,,,,
2019,Sulawesi Tengah,DPD,,,,"Dr. SHALEH MUHAMAD ALDJUFRI, Lc, M.A.",17,"160,196",1,,,,,,
2019,Sulawesi Tengah,DPD,,,,"SYAHRUDIN, S.H.",18,"67,137",,,,,,,
2019,Sulawesi Tengah,DPD,,,,"SYAMSIDI MARKUS, S.Sos., M.A.",19,"31,213",,,,,,,
2019,Sulawesi Tengah ,DPD,,,,Drs. USMAN SAMUDIN,20,"28,624",,,,,,,
2019,Sulawesi Tengah,DPD,,,,"Dr. H. YUNAN LAMPASIO, S.E., M.Si.",21,"38,551",,,,,,,
2019,Sulawesi Selatan ,DPD,"3,742,770","4,513,402","506,709",,,,,,,,,,
2019,Sulawesi Selatan ,DPD,,,,"Dr. H. ABD. RAHIM MAS P. SANJATA, M.Ag.",1,"169,757",,,,,,,
2019,Sulawesi Selatan ,DPD,,,,"Dr. H. AJIEP PADINDANG, S.E., M.M.",2,"427,005",1,,,,,,
2019,Sulawesi Selatan,DPD,,,,A M IQBAL PAREWANGI,3,"286,411",,,,,,,
2019,Sulawesi Selatan,DPD,,,,ANDI MUH. IHSAN,4,"574,630",1,,,,,,
2019,Sulawesi Selatan ,DPD,,,,ARIANTO BURHAN MAKKA,5,"217,284",,,,,,,
2019,Sulawesi Selatan ,DPD,,,,"ASMAR, S.T., M.Si.",6,"93,562",,,,,,,
2019,Sulawesi Selatan,DPD,,,,"HERMAN HAFID NASSA, S.H.",7,"100,094",,,,,,,
2019,Sulawesi Selatan,DPD,,,,"LILY AMELIA SALURAPA, S.E., M.M.",8,"481,423",1,,,,,,
2019,Sulawesi Selatan ,DPD,,,,"M. AMIL SHADIQ, S.H., M.H.",9,"130,916",,,,,,,
2019,Sulawesi Selatan ,DPD,,,,"H. MAPPAUJUNG M, S.E., M.Si.",10,"99,548",,,,,,,
2019,Sulawesi Selatan,DPD,,,,"H. MOH. ROEM MUIN, S.H., M.Si.",11,"207,192",,,,,,,
2019,Sulawesi Selatan,DPD,,,,"Drs. M. TASMIN L, M.Pd.I.",12,"94,640",,,,,,,
2019,Sulawesi Selatan ,DPD,,,,"Dr. Ir. H. MUHAMMAD SYAIFUL SALEH, M.Si.",13,"360,495",,,,,,,
2019,Sulawesi Selatan ,DPD,,,,Drs. MUHAMMAD YUNUS RAZAK,14,"46,198",,,,,,,
2019,Sulawesi Selatan,DPD,,,,"MUHLIS KATILI, S.Kep., Ns.",15,"161,398",,,,,,,
2019,Sulawesi Selatan,DPD,,,,H. MUSTAFA IRATE,16,"42,580",,,,,,,
2019,Sulawesi Selatan ,DPD,,,,NINA MARLINA,17,"107,639",,,,,,,
2019,Sulawesi Selatan,DPD,,,,"Dr. PATAHILLAH ASBA, S.H., M.H.",18,"60,778",,,,,,,
2019,Sulawesi Selatan,DPD,,,,"Dr. H. SINDAWA TARANG, S.H., M.M., M.H.",19,"189,637",,,,,,,
2019,Sulawesi Selatan ,DPD,,,,"Dr. Hj. ST. NUSRA AZIS, S.Pt., M.P.",20,"155,652",,,,,,,
2019,Sulawesi Selatan ,DPD,,,,Ir. SULAEMAN KAMARUDDIN,21,"51,426",,,,,,,
2019,Sulawesi Selatan,DPD,,,,TAMSIL LINRUNG,22,"455,137",1,,,,,,
2019,Sulawesi Tenggara,DPD,"1,587,506","1,239,622","183,261",,,,,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"ABDUL JABIR UKSIM, S.T., M.M.",1,"25,761",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"AGUSALIM SAPRI, S.E.",2,"9,580",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,Drs. AHYAR,3,"21,299",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,AKHMAD SYAHRUL NIPPO,4,"18,584",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"Hj. ANDI NIRWANA S, S.P., M.M.",5,"130,124",1,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"ANDI SAHIBUDDIN, S.Ag.",6,"36,398",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"ARSYID ARSYAD, S.Psi., M.Si.",7,"14,852",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"DARWIS, S.E.",8,"9,756",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"dr. DEWA PUTU ARDIKA SEPUTRA, Sp.OG.",9,"52,480",1,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"Hj. EPTATI KAMARUDDIN, S.Ag., M.Si.",10,"29,484",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,FATMAYANI HARLI TOMBILI,11,"52,258",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"HARIMUDDIN, S.H.",12,"9,302",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"HUDRI MAJJA, S.E.",13,"19,455",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"AKBP (Purn). H. IDWAR, S.H.",14,"6,508",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"LA ODE ANDI PILI, S.E.",15,"17,722",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,Drs. LA ODE ASIS,16,"14,306",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"LA ODE BALADIN, S.K.M., M.Si.",17,"20,658",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"Drs. H. LA ODE RAFIUDDIN, M.Si.",18,"23,875",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"LA ODE RUSYAMIN, S.K.M., M.Si.",19,"16,232",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,LA ODE SAERA,20,"13,489",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"LA ODE ZULFIKAR NUR, S.H., M.H.",21,"17,463",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"dr. H. L.M. BAHARUDDIN, M.Kes.",22,"41,528",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"Drs. H. M. ALI NUR, M.Si.",23,"12,894",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"H. MUH. FAIZAL, S.E., M.S.",24,"27,714",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,H. MUH. FERRY ANGGRIAWAN,25,"34,767",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"MUH. JAFAR, S.E.",26,"24,363",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"Drs. H. MUH. RIDWAN ZAKARIAH, M.Si.",27,"32,602",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,H. MUIRUN AWI,28,"13,331",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,H. M. YASIN WELSON LAJAHA,29,"35,412",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,M. ZAINAL ARIFIN RYHA,30,"2,523",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"Dr. H. MZ. AMIRUL TAMIM, M.Si.",31,"73,399",1,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"NILAN SABARA, S.H.",32,"18,418",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"Drs. H. NURHOLIS, M.S.",33,"14,252",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"H. PIN MOKKE, S.H.",34,"8,076",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,RAHMAD,35,"6,873",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"H. RUSLIMIN MAHDI, S.H.",36,"17,664",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"H. RUSTAM PETTA NYALLA, S.H.",37,"27,477",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"Drs. RUSTAM SILONDAE, M.Si.",38,"5,216",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"Dr. SABARUDDIN LABAMBA, M.Si.",39,"13,534",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"SAMSU, S.P., M.Si.",40,"27,145",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"Marsekal Muda TNI (Purn). H. SUPOMO, S.I.P., M.Sc.",41,"25,967",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"SUPYAN HADI, S.Sos.I.",42,"5,754",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,Dra. Hj. WA ODE AULIA KOEDOES,43,"6,490",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"Ir. WA ODE HAMSINAH BOLU, M.Sc.",44,"40,697",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"WA ODE RABIA AL ADAWIA RIDWAN, S.E., M.B.A.",45,"62,051",1,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"Drs. H. YUSRAN A. SILONDAE, M.Si.",46,"49,097",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"Ir. A. YANI MULUK, M.Si.",47,"12,854",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"DR. LA ODE BARIUN, S.H., M.H.",48,"9,873",,,,,,,
2019,Sulawesi Tenggara,DPD,,,,"Drs. H. MASYHUR MASIE ABUNAWAS, M.Si.",49,"30,065",,,,,,,
2019,Gorontalo,DPD,"812,801","686,155","34,841",,,,,,,,,,
2019,Gorontalo,DPD,,,,ABD MANAN PODUNGGE,1,"9,233",,,,,,,
2019,Gorontalo,DPD,,,,"H. ABDURRAHMAN ABUBAKAR BAHMID, Lc.",2,"103,916",1,,,,,,
2019,Gorontalo,DPD,,,,Drs. A.D. KHALY,3,"18,228",,,,,,,
2019,Gorontalo,DPD,,,,ALI SUTJIPTO SIDIKI,4,"4,401",,,,,,,
2019,Gorontalo,DPD,,,,"H. ARDJUN H. MOGULAINGO, S.H.",5,"7,818",,,,,,,
2019,Gorontalo,DPD,,,,ASRIN MOSII,6,"7,073",,,,,,,
2019,Gorontalo,DPD,,,,BURHAN MANTULANGI,7,"4,402",,,,,,,
2019,Gorontalo,DPD,,,,CONNY GOBEL,8,"37,341",,,,,,,
2019,Gorontalo,DPD,,,,"DEWI SARTIKA HEMETO, S.E.",9,"70,248",1,,,,,,
2019,Gorontalo,DPD,,,,ELLY MOPANGGA,10,"4,282",,,,,,,
