PDS,VN,ID,YR,MN,PROV,CAN,CAN_G,RV,VV,IVV,CV,SEATS
1,1,DPD,2019,February,DKI JAKARTA,Dr. ABDUL AZIS,Male,7761598,5531630,833785,225004,0
1,1,DPD,2019,February,DKI JAKARTA,H. AGUS SALIM,Male,7761598,5531630,833785,21477,0
1,1,DPD,2019,February,DKI JAKARTA,"ALWIYAH AHMAD, S.H., M.H.",Female,7761598,5531630,833785,266458,0
1,1,DPD,2019,February,DKI JAKARTA,ARDINTO DEMIYASA,Male,7761598,5531630,833785,197753,0
1,1,DPD,2019,February,DKI JAKARTA,ARDI PUTRA BARAMULI,Male,7761598,5531630,833785,250709,0
1,1,DPD,2019,February,DKI JAKARTA,"A. SYAMSUL ZAKARIA, S.H., M.H.",Male,7761598,5531630,833785,157624,0
1,1,DPD,2019,February,DKI JAKARTA,"Dr. H. DAILAMI FIRDAUS, S.H., LL.M.",Male,7761598,5531630,833785,376164,0
1,1,DPD,2019,February,DKI JAKARTA,ENDANG WIDURI,Female,7761598,5531630,833785,164869,0
1,1,DPD,2019,February,DKI JAKARTA,"FAHIRA IDRIS, S.E., M.H.",Female,7761598,5531630,833785,581108,1
1,1,DPD,2019,February,DKI JAKARTA,"FERRY ISWAN, S.H., M.H.",Male,7761598,5531630,833785,39649,0
1,1,DPD,2019,February,DKI JAKARTA,"Hj. H. PATRIKA SUSANA, S.H., M.H.",Female,7761598,5531630,833785,14748,0
1,1,DPD,2019,February,DKI JAKARTA,"Prof. Dr. H. JIMLY ASSHIDDIQIE, S.H.",Male,7761598,5531630,833785,644063,1
1,1,DPD,2019,February,DKI JAKARTA,H. MOH. RIDWAN SR.,Male,7761598,5531630,833785,367187,0
1,1,DPD,2019,February,DKI JAKARTA,"Ir. H. M. SALEH KHALID, M.M.",Male,7761598,5531630,833785,7881,0
1,1,DPD,2019,February,DKI JAKARTA,MUHAMMAD TAUFIK,Male,7761598,5531630,833785,166405,0
1,1,DPD,2019,February,DKI JAKARTA,"H. PARDI, S.H.",Male,7761598,5531630,833785,32858,0
1,1,DPD,2019,February,DKI JAKARTA,P.K. TINO RAHARDIAN,Male,7761598,5531630,833785,39659,0
1,1,DPD,2019,February,DKI JAKARTA,RIJAL,Male,7761598,5531630,833785,87865,0
1,1,DPD,2019,February,DKI JAKARTA,SABAM SIRAIT,Male,7761598,5531630,833785,626618,1
1,1,DPD,2019,February,DKI JAKARTA,"SLAMET ABADI, CPA.",Male,7761598,5531630,833785,17242,0
1,1,DPD,2019,February,DKI JAKARTA,"Dra. Hj. SOEMIENTARSI MUNTORO, M.Si.",Female,7761598,5531630,833785,53132,0
1,1,DPD,2019,February,DKI JAKARTA,"H. SUDARTO, S.Pd.I., M.M.",Male,7761598,5531630,833785,24867,0
1,1,DPD,2019,February,DKI JAKARTA,"Drs. SUMARNO, M.Si.",Male,7761598,5531630,833785,37522,0
1,1,DPD,2019,February,DKI JAKARTA,SUSANA SURYANI SARUMAHA,Female,7761598,5531630,833785,239921,0
1,1,DPD,2019,February,DKI JAKARTA,"Ir. H. SUYARTONO SUWANDI, M.Sc.",Male,7761598,5531630,833785,38711,0
1,1,DPD,2019,February,DKI JAKARTA,"Prof. Dr. Hj. SYLVIANA MURNI S.H., M.Si.",Female,7761598,5531630,833785,455182,1
1,1,DPD,2014,April,DKI JAKARTA,"A. Syamsul Zakaria, S.H., M.H.",Male,4808198,4052141,756057,102218,0
1,1,DPD,2014,April,DKI JAKARTA,Dr. (HC.) A.M. Fatwa ,Male,4808198,4052141,756057,475601,1
1,1,DPD,2014,April,DKI JAKARTA,Abdi Sumaithi,Male,4808198,4052141,756057,144355,0
1,1,DPD,2014,April,DKI JAKARTA,"Abdul Azis Khafia, S.SI., M.Si.",Male,4808198,4052141,756057,368397,1
1,1,DPD,2014,April,DKI JAKARTA,Ardi Putra Baramuli,Male,4808198,4052141,756057,11458,0
1,1,DPD,2014,April,DKI JAKARTA,Prof. Dr. Dailami Firdaus,Male,4808198,4052141,756057,416929,1
1,1,DPD,2014,April,DKI JAKARTA,Dasril,Male,4808198,4052141,756057,79795,0
1,1,DPD,2014,April,DKI JAKARTA,"dr. Eddi Junaidi, Sp.OG., S.H., M. Kes. ",Male,4808198,4052141,756057,86382,0
1,1,DPD,2014,April,DKI JAKARTA,"Drs. Eddy Sadeli, S.H. ",Male,4808198,4052141,756057,155791,0
1,1,DPD,2014,April,DKI JAKARTA,F.X. Oerip Soedjoed,Male,4808198,4052141,756057,879,0
1,1,DPD,2014,April,DKI JAKARTA,"Fahira Idris, S.E. ",Female,4808198,4052141,756057,511323,1
1,1,DPD,2014,April,DKI JAKARTA,Heru Cokro ,Male,4808198,4052141,756057,16734,0
1,1,DPD,2014,April,DKI JAKARTA,"Dr.Ir. Heru J. Juwono, M.T.",Male,4808198,4052141,756057,87462,0
1,1,DPD,2014,April,DKI JAKARTA,"Ivan Rinaldi, S.E., M.M. ",Male,4808198,4052141,756057,26031,0
1,1,DPD,2014,April,DKI JAKARTA,"KH. Lutfi Hakim, M.A. ",Male,4808198,4052141,756057,231087,0
1,1,DPD,2014,April,DKI JAKARTA,M. Rifqy,Male,4808198,4052141,756057,82409,0
1,1,DPD,2014,April,DKI JAKARTA,"drg. Moestar Putrajaya, M.H. ",Male,4808198,4052141,756057,16453,0
1,1,DPD,2014,April,DKI JAKARTA,Drs. Mohammad Sjohirin. M.Si ,Male,4808198,4052141,756057,36316,0
1,1,DPD,2014,April,DKI JAKARTA,"Drs. H. Mohammad Joesoef, S.E., M.Si. ",Male,4808198,4052141,756057,119227,0
1,1,DPD,2014,April,DKI JAKARTA,Mutiati Sejahtera,Female,4808198,4052141,756057,59817,0
1,1,DPD,2014,April,DKI JAKARTA,"H. Pardi, S.H. ",Male,4808198,4052141,756057,22808,0
1,1,DPD,2014,April,DKI JAKARTA,Parni Hardi ,Male,4808198,4052141,756057,41681,0
1,1,DPD,2014,April,DKI JAKARTA,Ramdansyah,Male,4808198,4052141,756057,29619,0
1,1,DPD,2014,April,DKI JAKARTA,"Rekson Silaban, S.E. ",Male,4808198,4052141,756057,43218,0
1,1,DPD,2014,April,DKI JAKARTA,H. Rizki Aljupri,Male,4808198,4052141,756057,67762,0
1,1,DPD,2014,April,DKI JAKARTA,Rommy,Male,4808198,4052141,756057,70429,0
1,1,DPD,2014,April,DKI JAKARTA,Rudy Hamid,Male,4808198,4052141,756057,8316,0
1,1,DPD,2014,April,DKI JAKARTA,Sabam Sirait,Male,4808198,4052141,756057,237273,0
1,1,DPD,2014,April,DKI JAKARTA,"Santo Dewatmoko, S.T., M.M., M.A.",Male,4808198,4052141,756057,10785,0
1,1,DPD,2014,April,DKI JAKARTA,"H. Sayogo Hendrosubroto, S.I.P. ",Male,4808198,4052141,756057,17415,0
1,1,DPD,2014,April,DKI JAKARTA,Drs. Sergius Kelang,Male,4808198,4052141,756057,18502,0
1,1,DPD,2014,April,DKI JAKARTA,"Usmar, S.E., M.M. ",Male,4808198,4052141,756057,8215,0
1,1,DPD,2014,April,DKI JAKARTA,Vivi Effendy,Female,4808198,4052141,756057,204897,0
1,1,DPD,2014,April,DKI JAKARTA,Wahyu Raharjo,Male,4808198,4052141,756057,34667,0
1,1,DPD,2014,April,DKI JAKARTA,"H. Zuhdi Mamduhi, S.E. ",Male,4808198,4052141,756057,17747,0
1,1,DPD,2019,February,GORONTALO,ABD MANAN PODUNGGE,Male,812801,686155,34841,9233,0
1,1,DPD,2019,February,GORONTALO,"H. ABDURRAHMAN ABUBAKAR BAHMID, Lc.",Male,812801,686155,34841,103916,1
1,1,DPD,2019,February,GORONTALO,Drs. A.D. KHALY,Male,812801,686155,34841,18228,0
1,1,DPD,2019,February,GORONTALO,ALI SUTJIPTO SIDIKI,Male,812801,686155,34841,4401,0
1,1,DPD,2019,February,GORONTALO,"H. ARDJUN H. MOGULAINGO, S.H.",Male,812801,686155,34841,7818,0
1,1,DPD,2019,February,GORONTALO,ASRIN MOSII,Male,812801,686155,34841,7073,0
1,1,DPD,2019,February,GORONTALO,BURHAN MANTULANGI,Male,812801,686155,34841,4402,0
1,1,DPD,2019,February,GORONTALO,CONNY GOBEL,Female,812801,686155,34841,37341,0
1,1,DPD,2019,February,GORONTALO,"DEWI SARTIKA HEMETO, S.E.",Female,812801,686155,34841,70248,1
1,1,DPD,2019,February,GORONTALO,ELLY MOPANGGA,Female,812801,686155,34841,4282,0
1,1,DPD,2019,February,GORONTALO,Ir. FADEL MUHAMMAD,Male,812801,686155,34841,166043,1
1,1,DPD,2019,February,GORONTALO,"IMAN MAANAIYA, S.K.M., M.K.K.K.",Male,812801,686155,34841,2469,0
1,1,DPD,2019,February,GORONTALO,INDRAWANTO HASAN,Male,812801,686155,34841,5076,0
1,1,DPD,2019,February,GORONTALO,"ISHAK KADILI, S.T.",Male,812801,686155,34841,14119,0
1,1,DPD,2019,February,GORONTALO,"H. ISHAK LIPUTO, S.IP",Male,812801,686155,34841,25228,0
1,1,DPD,2019,February,GORONTALO,"JAMALUDDIN MOOWAGO, S.Kom",Male,812801,686155,34841,4995,0
1,1,DPD,2019,February,GORONTALO,"Drs. H. LAHMUDIN LAPARAGA, M.H.",Male,812801,686155,34841,4739,0
1,1,DPD,2019,February,GORONTALO,"Hj. MIRNAWATI MODANGGU, S.Ag., M.Pd.",Female,812801,686155,34841,15935,0
1,1,DPD,2019,February,GORONTALO,"MOCH. DAHLAN USMAN, S.E.",Male,812801,686155,34841,8007,0
1,1,DPD,2019,February,GORONTALO,"Drs. H. MUHAMMAD N. TULI, M.Ag.",Male,812801,686155,34841,15832,0
1,1,DPD,2019,February,GORONTALO,NILDA TULEN,Female,812801,686155,34841,3467,0
1,1,DPD,2019,February,GORONTALO,NURAINI PODUNGGE,Female,812801,686155,34841,3357,0
1,1,DPD,2019,February,GORONTALO,OKTAFINA PIKOLI,Female,812801,686155,34841,5128,0
1,1,DPD,2019,February,GORONTALO,RAHMIJATI JAHJA,Female,812801,686155,34841,75446,1
1,1,DPD,2019,February,GORONTALO,SATYA ALVINO PINANDITO BYA,Male,812801,686155,34841,1119,0
1,1,DPD,2019,February,GORONTALO,"SRI HANTUTI PARAMATA, S.E., M.Pd.",Female,812801,686155,34841,6779,0
1,1,DPD,2019,February,GORONTALO,SUMARNI R. GANI,Female,812801,686155,34841,5541,0
1,1,DPD,2019,February,GORONTALO,Ir. SYARIFUDDIN MOBILIU,Male,812801,686155,34841,2593,0
1,1,DPD,2019,February,GORONTALO,"Dr. H. WENI LIPUTO, M.M.",Male,812801,686155,34841,43269,0
1,1,DPD,2014,April,GORONTALO,Drs. A.D. Khaly,Male,663621,634401,2922,26659,0
1,1,DPD,2014,April,GORONTALO,"Dr. ABD. Razak Mozin, S.Ag., M.Si",Male,663621,634401,2922,16352,0
1,1,DPD,2014,April,GORONTALO,"H. Abdurrahman Abubakar Bahmid, Lc. ",Male,663621,634401,2922,42152,1
1,1,DPD,2014,April,GORONTALO,"Adzhar Pakaya, S.I.P, ",Male,663621,634401,2922,11614,0
1,1,DPD,2014,April,GORONTALO,Burhan Mantulangi,Male,663621,634401,2922,969,0
1,1,DPD,2014,April,GORONTALO,Hj. Carolina Kaluku,Female,663621,634401,2922,2654,0
1,1,DPD,2014,April,GORONTALO,"Dewi Sartika Hemeto, S.E. ",Female,663621,634401,2922,28206,1
1,1,DPD,2014,April,GORONTALO,Ir. Ethon Parman,Male,663621,634401,2922,20024,0
1,1,DPD,2014,April,GORONTALO,Hana Hasanah Vadel Muhammad ,Female,663621,634401,2922,185079,1
1,1,DPD,2014,April,GORONTALO,"Hasan Abdullah, S.E. ",Male,663621,634401,2922,11597,0
1,1,DPD,2014,April,GORONTALO,Herman D. Ishak,Male,663621,634401,2922,9529,0
1,1,DPD,2014,April,GORONTALO,Mohammad Taufik Dalu ,Male,663621,634401,2922,5144,0
1,1,DPD,2014,April,GORONTALO,"Hi. Nizam Dai, S.I.Pem",Male,663621,634401,2922,2041,0
1,1,DPD,2014,April,GORONTALO,"Nur Hasan, S.E. ",Male,663621,634401,2922,14039,0
1,1,DPD,2014,April,GORONTALO,Hj. Rahmijati Jahja,Female,663621,634401,2922,179789,1
1,1,DPD,2014,April,GORONTALO,"Drs. Syarief Sabara, M.Si. ",Male,663621,634401,2922,4083,0
1,1,DPD,2014,April,GORONTALO,"Umar Karim, S.I.P. ",Male,663621,634401,2922,23494,0
1,1,DPD,2019,February,JAMBI,Drs. ABDUL HALIM,Male,2475655,1680321,427357,56712,0
1,1,DPD,2019,February,JAMBI,"ABDUL MUTALIB, S.Ag., M.Pd.I",Male,2475655,1680321,427357,42073,0
1,1,DPD,2019,February,JAMBI,H. ABU BAKAR JAMALIA,Male,2475655,1680321,427357,128545,0
1,1,DPD,2019,February,JAMBI,AL MUSYAIYAT,Male,2475655,1680321,427357,49705,0
1,1,DPD,2019,February,JAMBI,"H. AZHAR MULIA, S.E",Male,2475655,1680321,427357,57825,0
1,1,DPD,2019,February,JAMBI,AZIM ANTONI NOREGA JAIS,Male,2475655,1680321,427357,761,0
1,1,DPD,2019,February,JAMBI,"Hj. DARYATI UTENG, S.E., M.M",Female,2475655,1680321,427357,121772,0
1,1,DPD,2019,February,JAMBI,"Dra., Hj. ELVIANA, M.Si",Female,2475655,1680321,427357,198893,1
1,1,DPD,2019,February,JAMBI,"H. ERIC HASMA, S.E., M.M",Male,2475655,1680321,427357,68917,0
1,1,DPD,2019,February,JAMBI,"IBNU KHOLDUN. S.H., M.H",Male,2475655,1680321,427357,44783,0
1,1,DPD,2019,February,JAMBI,KEMUNING GILANG PERTIWI,Female,2475655,1680321,427357,0,0
1,1,DPD,2019,February,JAMBI,"KHAIRUN A. RONI, S.E., M.M",Male,2475655,1680321,427357,29034,0
1,1,DPD,2019,February,JAMBI,"M. HENDRI M. NUR, S.H",Male,2475655,1680321,427357,12247,0
1,1,DPD,2019,February,JAMBI,"M. SUM INDRA, S.E., M.MSi",Male,2475655,1680321,427357,156896,1
1,1,DPD,2019,February,JAMBI,"H. M. SYUKUR, S.H., M.H",Male,2475655,1680321,427357,233614,1
1,1,DPD,2019,February,JAMBI,"MUSTHAFA LUTHFI, S.Ag., M.M",Male,2475655,1680321,427357,39079,0
1,1,DPD,2019,February,JAMBI,"RIA MAYANG SARI, S.H., M.H",Female,2475655,1680321,427357,241365,1
1,1,DPD,2019,February,JAMBI,"H. SAIPUL AZWAR, S.Pt",Male,2475655,1680321,427357,1808,0
1,1,DPD,2019,February,JAMBI,"SALMAH MAHIR ISHAK, S.E",Female,2475655,1680321,427357,54222,0
1,1,DPD,2019,February,JAMBI,"YASIR, S.E., M.E",Male,2475655,1680321,427357,17556,0
1,1,DPD,2019,February,JAMBI,"YUAN FANESYAH, S.T",Male,2475655,1680321,427357,32903,0
1,1,DPD,2014,April,JAMBI,H. Abu Bakar Jamalia,Male,1962604,396813,1565791,93605,1
1,1,DPD,2014,April,JAMBI,"Andi Yusman, S.E",Male,1962604,396813,1565791,6299,0
1,1,DPD,2014,April,JAMBI,"Anggi Purnama Harahap, S.H",Male,1962604,396813,1565791,60403,0
1,1,DPD,2014,April,JAMBI,"Drs. H. Asra H.D, M.Pd.I",Male,1962604,396813,1565791,3711,0
1,1,DPD,2014,April,JAMBI,"Azman, S.H",Male,1962604,396813,1565791,34304,0
1,1,DPD,2014,April,JAMBI,Azwan Herwanto,Male,1962604,396813,1565791,44494,0
1,1,DPD,2014,April,JAMBI,Benny Pratama Sofwan,Male,1962604,396813,1565791,63758,0
1,1,DPD,2014,April,JAMBI,"Hj. Daryati Uteng S, S.E., M.M ",Female,1962604,396813,1565791,127376,1
1,1,DPD,2014,April,JAMBI,Halilintar,Male,1962604,396813,1565791,35886,0
1,1,DPD,2014,April,JAMBI,"Hasbi Anshory, S.E., M.M",Male,1962604,396813,1565791,64597,0
1,1,DPD,2014,April,JAMBI,"IIn Inawati, S.Pd",Female,1962604,396813,1565791,40983,0
1,1,DPD,2014,April,JAMBI,"H. Indra Armendaris, S.H",Male,1962604,396813,1565791,1747,0
1,1,DPD,2014,April,JAMBI,Dra. Irina Safitri,Female,1962604,396813,1565791,20231,0
1,1,DPD,2014,April,JAMBI,"H. Irsal Yunus, S.E., M.M",Male,1962604,396813,1565791,68359,0
1,1,DPD,2014,April,JAMBI,Jefri Hendrik ,Male,1962604,396813,1565791,1979,0
1,1,DPD,2014,April,JAMBI,Joni Ahyar,Male,1962604,396813,1565791,7007,0
1,1,DPD,2014,April,JAMBI,Dra. Hj. Juniwati T. Masjchun S,Female,1962604,396813,1565791,94841,1
1,1,DPD,2014,April,JAMBI,"Ir. Kamil Rusdi, M.Si",Male,1962604,396813,1565791,18136,0
1,1,DPD,2014,April,JAMBI,"Kemas Alfarizi Arsyad, S.E ",Male,1962604,396813,1565791,28819,0
1,1,DPD,2014,April,JAMBI,"Linda Astuty, S.E., M.M",Female,1962604,396813,1565791,82463,0
1,1,DPD,2014,April,JAMBI,"M. Syukur, S.H",Male,1962604,396813,1565791,235943,1
1,1,DPD,2014,April,JAMBI,"Mohd. Syarief Gamal, S.H., MH",Male,1962604,396813,1565791,17345,0
1,1,DPD,2014,April,JAMBI,"Mohon Indrajaya, S.H",Male,1962604,396813,1565791,4206,0
1,1,DPD,2014,April,JAMBI,"Muhammad Yasir Arafat, S.E",Male,1962604,396813,1565791,25772,0
1,1,DPD,2014,April,JAMBI,"H. Nuzran Joher, S.Ag., M.Si",Male,1962604,396813,1565791,68276,0
1,1,DPD,2014,April,JAMBI,"Sukarno, S.H",Male,1962604,396813,1565791,15089,0
1,1,DPD,2014,April,JAMBI,"H. Suryadi, S.Ag.",Male,1962604,396813,1565791,29831,0
1,1,DPD,2014,April,JAMBI,Syahri,Male,1962604,396813,1565791,4899,0
1,1,DPD,2014,April,JAMBI,"Untung Susanto, S.Pd",Male,1962604,396813,1565791,30009,0
1,1,DPD,2014,April,JAMBI,"Yatno, S.P",Male,1962604,396813,1565791,16449,0
1,1,DPD,2014,April,JAMBI,Yopi Muthalib,Male,1962604,396813,1565791,67798,0
1,1,DPD,2014,April,JAMBI,Drs. Zulkarnain Al-Fath,Male,1962604,396813,1565791,27552,0
1,1,DPD,2014,April,JAWA BARAT,"H. Aceng Holik Munawar Fikri, S.Ag.",Male,14896105,11688141,3207964,1139556,1
1,1,DPD,2014,April,JAWA BARAT,Asep Syaripudin,Male,14896105,11688141,3207964,1010159,0
1,1,DPD,2014,April,JAWA BARAT,Drs. H. Asril Das,Male,14896105,11688141,3207964,690789,0
1,1,DPD,2014,April,JAWA BARAT,Ir. H. Ayi Hambali,Male,14896105,11688141,3207964,1032465,1
1,1,DPD,2014,April,JAWA BARAT,Deni Jasmara,Male,14896105,11688141,3207964,702344,0
1,1,DPD,2014,April,JAWA BARAT,Deni Saeful Hayat,Male,14896105,11688141,3207964,692282,0
1,1,DPD,2014,April,JAWA BARAT,Djumono,Male,14896105,11688141,3207964,532163,0
1,1,DPD,2014,April,JAWA BARAT,"Elang Raja Luqman Zulkaedin, S.H. ",Male,14896105,11688141,3207964,928728,0
1,1,DPD,2014,April,JAWA BARAT,"Dr. H. Eman Suryaman, M.M.",Male,14896105,11688141,3207964,965389,0
1,1,DPD,2014,April,JAWA BARAT,"Dra. Ir. Hj. Eni Sumarni, M.Kes",Female,14896105,11688141,3207964,2042130,1
1,1,DPD,2014,April,JAWA BARAT,"Hj. Euis Atikah, S.Sos",Female,14896105,11688141,3207964,267296,0
1,1,DPD,2014,April,JAWA BARAT,"Dr. H. Gunawan Undang, M.Si.",Male,14896105,11688141,3207964,233821,0
1,1,DPD,2014,April,JAWA BARAT,"H.Hasan Zainal Abidin EZ, S.E., M.M.",Male,14896105,11688141,3207964,175556,0
1,1,DPD,2014,April,JAWA BARAT,"Husni F. Mubarok, S.Ag., M.Si.",Male,14896105,11688141,3207964,418783,0
1,1,DPD,2014,April,JAWA BARAT,"Julianda Barus, M.M., M.B.A. ",Male,14896105,11688141,3207964,124247,0
1,1,DPD,2014,April,JAWA BARAT,"Drs. H. K. Edi Pariyadi, M.M.Pd. ",Male,14896105,11688141,3207964,588204,0
1,1,DPD,2014,April,JAWA BARAT,"H. M. Yos Faisal Husni, M.H., M. Hum. ",Male,14896105,11688141,3207964,150525,0
1,1,DPD,2014,April,JAWA BARAT,"K.H. Moh. Athoillah Mursjid, S.E., M.Si. ",Male,14896105,11688141,3207964,696974,0
1,1,DPD,2014,April,JAWA BARAT,Muhammad Hafidz,Male,14896105,11688141,3207964,189921,0
1,1,DPD,2014,April,JAWA BARAT,"Nace Permana, S.E.",Male,14896105,11688141,3207964,179953,0
1,1,DPD,2014,April,JAWA BARAT,Nazar Hariz,Male,14896105,11688141,3207964,124879,0
1,1,DPD,2014,April,JAWA BARAT,Drs. H. Nu'man Abdul Hakim,Male,14896105,11688141,3207964,229768,0
1,1,DPD,2014,April,JAWA BARAT,Drs. Odik Sodikin,Male,14896105,11688141,3207964,7472,0
1,1,DPD,2014,April,JAWA BARAT,Oni Suwarman,Male,14896105,11688141,3207964,2167485,1
1,1,DPD,2014,April,JAWA BARAT,"Dra. Hj. R. Ella M. Girikomala, M.M.Pd.",Female,14896105,11688141,3207964,516261,0
1,1,DPD,2014,April,JAWA BARAT,"Ratu Raja Arimbi Nurtina, S.T.",Female,14896105,11688141,3207964,221959,0
1,1,DPD,2014,April,JAWA BARAT,H. Rudi Harsa Tanaya,Male,14896105,11688141,3207964,226236,0
1,1,DPD,2014,April,JAWA BARAT,"Drs. H. Rukman Heryana, M.M.",Male,14896105,11688141,3207964,203889,0
1,1,DPD,2014,April,JAWA BARAT,"Dr. H. Suhaeli, M.Si.",Male,14896105,11688141,3207964,233745,0
1,1,DPD,2014,April,JAWA BARAT,"Drs. H. Suharna Surapranata, MT",Male,14896105,11688141,3207964,4235,0
1,1,DPD,2014,April,JAWA BARAT,"H. Syarif Bastaman, S.H.",Male,14896105,11688141,3207964,268757,0
1,1,DPD,2014,April,JAWA BARAT,Syifa Hananta,Female,14896105,11688141,3207964,779871,0
1,1,DPD,2014,April,JAWA BARAT,"Tri Wuryantoro, S.E., M.I.Kom",Male,14896105,11688141,3207964,76342,0
1,1,DPD,2014,April,JAWA BARAT,"H. Tubagus Dasep, IPS, S.Sos., S.H., B.E., M.Sc. ",Male,14896105,11688141,3207964,174231,0
1,1,DPD,2014,April,JAWA BARAT,"Unang Margana, S.H., M.H. ",Male,14896105,11688141,3207964,161729,0
1,1,DPD,2014,April,JAWA BARAT,"Drs. H. UU Rukmana, M.Si",Male,14896105,11688141,3207964,20125,0
1,1,DPD,2019,February,JAWA BARAT,"AA ABDUL ROZAK, M.Ag.",Male,22786785,21556998,5848666,807082,0
1,1,DPD,2019,February,JAWA BARAT,AA JAENUDIN,Male,22786785,21556998,5848666,886313,0
1,1,DPD,2019,February,JAWA BARAT,"AAN PERMANA, S.H., M.H.",Male,22786785,21556998,5848666,43537,0
1,1,DPD,2019,February,JAWA BARAT,AA ONI SUWARMAN,Male,22786785,21556998,5848666,4132681,1
1,1,DPD,2019,February,JAWA BARAT,AA USEP EBIT MULYANA,Male,22786785,21556998,5848666,326519,0
1,1,DPD,2019,February,JAWA BARAT,"Dr. ABAH RUSKAWAN, M.M.",Male,22786785,21556998,5848666,362791,0
1,1,DPD,2019,February,JAWA BARAT,"Drs. H. ABDUL HADIE, M.M.",Male,22786785,21556998,5848666,508377,0
1,1,DPD,2019,February,JAWA BARAT,Ir. H. ADI GUNAWAN,Male,22786785,21556998,5848666,238755,0
1,1,DPD,2019,February,JAWA BARAT,"AGIS MUCHYIDIN, S.T.",Male,22786785,21556998,5848666,395859,0
1,1,DPD,2019,February,JAWA BARAT,"Dr. Ir. AGUS KUSWANTO, M.Si.",Male,22786785,21556998,5848666,201902,0
1,1,DPD,2019,February,JAWA BARAT,AHMAD BASHIRUDDIN SYAMSUDDUHA,Male,22786785,21556998,5848666,338147,0
1,1,DPD,2019,February,JAWA BARAT,"AJI SAPTAJI S.H.I, M.E.Sy.",Male,22786785,21556998,5848666,208412,0
1,1,DPD,2019,February,JAWA BARAT,"H. ALDWIN RAHADIAN M., S.H., M.AP., CIL.",Male,22786785,21556998,5848666,282157,0
1,1,DPD,2019,February,JAWA BARAT,"K.H. AMANG SYAFRUDIN, Lc.",Male,22786785,21556998,5848666,1410880,1
1,1,DPD,2019,February,JAWA BARAT,"A MULYANA, S.H., M.Pd., M.H.Kes.",Male,22786785,21556998,5848666,69371,0
1,1,DPD,2019,February,JAWA BARAT,ANDRI PERKASA KANTAPRAWIRA,Male,22786785,21556998,5848666,182862,0
1,1,DPD,2019,February,JAWA BARAT,Drs. H. ARIFIN H KERTASAPUTRA,Male,22786785,21556998,5848666,496982,0
1,1,DPD,2019,February,JAWA BARAT,"H. ASEP HIDAYAT, S.Ag.",Male,22786785,21556998,5848666,1007653,1
1,1,DPD,2019,February,JAWA BARAT,Ust. ASEP SYARIPUDIN,Male,22786785,21556998,5848666,385102,0
1,1,DPD,2019,February,JAWA BARAT,"Drs. H. ASEP SYARIPUDIN, M.Si.",Male,22786785,21556998,5848666,306103,0
1,1,DPD,2019,February,JAWA BARAT,"Ir. H. AYI HAMBALI, M.M.",Male,22786785,21556998,5848666,313175,0
1,1,DPD,2019,February,JAWA BARAT,DELFIZAR,Male,22786785,21556998,5848666,65394,0
1,1,DPD,2019,February,JAWA BARAT,DENI AHMAD HAEDARI,Male,22786785,21556998,5848666,236719,0
1,1,DPD,2019,February,JAWA BARAT,"DENI SUHERMAN, S.Pd.I., M.Pd.",Male,22786785,21556998,5848666,288359,0
1,1,DPD,2019,February,JAWA BARAT,Ir. ELAN HERYANTO H,Male,22786785,21556998,5848666,50205,0
1,1,DPD,2019,February,JAWA BARAT,"Dra. Ir. Hj. ENI SUMARNI, M.Kes.",Male,22786785,21556998,5848666,920044,1
1,1,DPD,2019,February,JAWA BARAT,"Hj. EUIS MULLY MULYATI SUKARYA, S.Pd.",Female,22786785,21556998,5848666,898894,0
1,1,DPD,2019,February,JAWA BARAT,"Drs. IDRIS EPENDI, M.M.",Male,22786785,21556998,5848666,250309,0
1,1,DPD,2019,February,JAWA BARAT,"H. IMAN SETIAWAN, S.H.",Male,22786785,21556998,5848666,353851,0
1,1,DPD,2019,February,JAWA BARAT,"IWAN KUSMAWAN, S.H.",Male,22786785,21556998,5848666,129584,0
1,1,DPD,2019,February,JAWA BARAT,MAULIDAN ISBAR,Male,22786785,21556998,5848666,107633,0
1,1,DPD,2019,February,JAWA BARAT,"MOHAMMAD TEGUH HARDITYA, S.E.",Male,22786785,21556998,5848666,19052,0
1,1,DPD,2019,February,JAWA BARAT,H. MUGI SUJANA,Male,22786785,21556998,5848666,4783,0
1,1,DPD,2019,February,JAWA BARAT,Ir. MUHAMAD SIDARTA,Male,22786785,21556998,5848666,84649,0
1,1,DPD,2019,February,JAWA BARAT,"Dr. OKTRI MOHAMMAD FIRDAUS, S.T., M.T., IPM.",Male,22786785,21556998,5848666,260944,0
1,1,DPD,2019,February,JAWA BARAT,"Hj. RINI SUJIYANTI, S.E., M.M.",Female,22786785,21556998,5848666,599017,0
1,1,DPD,2019,February,JAWA BARAT,"Dr. H. RM. IMAM I. TUNGGARA, M.Pd.",Male,22786785,21556998,5848666,211058,0
1,1,DPD,2019,February,JAWA BARAT,ROBBY MAULANA ZULKARNAEN,Male,22786785,21556998,5848666,93726,0
1,1,DPD,2019,February,JAWA BARAT,"SAPEI, S.T.",Male,22786785,21556998,5848666,152499,0
1,1,DPD,2019,February,JAWA BARAT,"Mayjen TNI (Purn) Dr. Ir. H. SUHARNO, M.M.",Male,22786785,21556998,5848666,152217,0
1,1,DPD,2019,February,JAWA BARAT,Ir. SUWIDI TONO,Male,22786785,21556998,5848666,89829,0
